 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,Class
0.514600497245649,0.57375708678587,0.556721451897853,0.597767335937388,0.597572752562014,0.998991619359707,0.797442167806154,0.809348768489325,0.303569240333071,0.781609693891156,4090000000.0,0.0,0.461191213104854,0.0003270327032703,0.287073590444377,0.189625384518141,0.189625384518141,0.189625384518141,0.236361917367874,0.316969654099172,0.10864074292542,0.110903020926635,0.194622279129321,0.0220665950355838,0.847995113351719,0.689611273884865,0.689611273884865,0.217614608941775,6980000000.0,0.0005434814886646,0.264242254703126,0.370822622107969,0.0116149403590004,0.0093002132286612,0.631021835317324,0.0106721746505075,0.159536838286423,0.840463161713577,0.0056958929587584,0.376348463260737,0.0086782197523642,0.110923836044751,0.193326295151195,0.414799651136152,0.334332833583208,0.0007669442950909,0.0082393677657898,0.0002753362359874,0.0010121939872046,0.097258064516129,0.133484129665262,0.405768752402705,0.0171414307900162,0.853173037431002,0.674658231631289,0.780090857946326,0.0239396533846057,0.0097278561144371,0.0010061107230673,0.126061125838694,0.340210250994997,0.27715354231901,0.0052260966534498,0.750413980789876,0.74109405982245,0.333381521823902,0.004595512685828,0.9392480177788,0.0024574960486013,0.016704604014132,8660000000.0,7870000000.0,0.593947812616013,803000000.0,0.671573124743309,0.167052583509912,0.750413980789876,0.333381521823902,0.118222755863545,0.646121367962878,0.459785389700245,0.56231331541211,0.315210559373147,0.0251901818215655,0,0.818204380185092,0.0010051018952015,0.624207457089287,0.597766764246997,0.842272455180678,0.282518568964633,0.0268906483825802,0.565591972715849,1,0.0225833184068326,0
0.458294739921026,0.525348887919756,0.510145082713207,0.61102783262947,0.61102783262947,0.998952564397358,0.797363452081561,0.809291221261539,0.303513407884557,0.781546816539326,0.0002959137879057,0.0,0.457634852335539,0.0004030403040304,0.0,0.172896211706207,0.172896211706207,0.172896211706207,0.211118464592985,0.311275376671147,0.0426365382579367,0.0936405830144125,0.167357083678542,0.0221039218768492,0.847708837771258,0.686684231689799,0.686684231689799,0.216199284731529,666000000.0,0.0004491040154046,0.263854504199983,0.365737118587236,0.0124536272897744,0.0075952573154648,0.628068451117108,0.0086942248242278,0.144299664419385,0.855700335580615,0.0054423621099606,0.37450204995493,0.0053658477137564,0.0935886788151188,0.1664127893824,0.408338167500198,0.193403298350825,0.0009312895011818,0.0067851607697135,8080000000.0,0.0004425511827464,0.0495161290322581,0.0217469852973576,0.391352524818525,0.0062812589580132,0.850154233133765,0.475746911912164,0.705488175664699,0.110240768683098,0.0081210228145453,0.0054782901066499,0.106538330508808,0.332725727556074,0.277318557373143,0.0115369918116215,0.698587551030017,0.739939541050449,0.331661614248805,0.0023177006605762,0.931102287493528,0.0022174450944329,0.0659805451756823,0.0001413744279771,9670000000.0,0.593969434747626,6280000000.0,0.671558330364361,0.221150795896192,0.698587551030017,0.331661614248805,0.113930877269053,0.611219642575636,0.45367858256962,0.527528021534691,0.308801229207826,0.0235143191663725,0,0.791121162592728,0.0006314324670711,0.623790409770718,0.611028812608584,0.839604409762396,0.281084273477722,0.0262870465330087,0.560562099531128,1,0.0253501434903909,0
0.60761468337152,0.634648931530746,0.655602548316291,0.628165583245651,0.628165583245651,0.999379395849775,0.797851932263528,0.809682073700032,0.303474010962012,0.781962256185349,0.0001437361619253,0.0001254713878544,0.484203551328183,0.0001900190019001,0.157100921145865,0.216172938350681,0.216172938350681,0.216172938350681,0.266143518956226,0.343318950272335,0.0291906771329613,0.152186304046902,0.219552609776305,0.022107445960508,0.8480406633434,0.689367834598167,0.689367834598167,0.217590099468145,6870000000.0,0.0004862111816493,0.263838963097652,0.388901307700905,0.0117378728927523,0.0083345082328222,0.630666360734785,0.0035883967572201,0.0832300389999093,0.916769961000091,0.0051460616609159,0.371565235090576,0.0053658477137564,0.152140635432443,0.218603423572883,0.398664028305666,0.0974512743628186,0.0007446258103131,0.0084963943693241,0.0001173188403166,9230000000.0,0.0243548387096774,0.0092857247771102,0.404886818479908,0.0130502811851702,0.795738149029715,0.286407691118641,0.336126762492315,0.012693780091362,0.0097092115425199,0.0012362240305013,0.0541288627575858,0.382371049284886,0.277161957774443,0.0055902529586569,0.602650239995118,0.734520344303265,0.328169806995087,0.0091779428624989,0.959670580721029,0.0027319493423809,0.019971285845501,0.0001352261763065,0.0001193843464061,0.593964270670087,1440000000.0,0.671557069617799,0.539360933236795,0.602650239995118,0.328169806995087,0.115023890951273,0.625597589092738,0.454084702023875,0.679501929062239,0.312311627793945,0.0249308791610496,0,0.854653260190373,0.0016872492845409,0.623095091849341,0.62816555813324,0.843834580497251,0.277381301383679,0.0268046783384959,0.565222055270909,1,0.0460845703974129,0
0.53917028226003,0.581443523767989,0.592269393436479,0.616159068305972,0.616159068305972,0.999243743406586,0.797741398231981,0.809604476080664,0.303564648053756,0.781869764723616,8680000000.0,4060000000.0,0.475903139494896,0.0002350235023502,0.126227350946452,0.186001432725127,0.186001432725127,0.186001432725127,0.232674671456935,0.330833981750018,0.0134307364217977,0.112938685774774,0.18716577540107,0.022076708997654,0.84802344092919,0.689388176508458,0.689388176508458,0.217591091660484,6320000000.0,0.0004510754115938,0.263919776829771,0.384272195521776,0.010046770524897,0.0095952897551675,0.630895809646443,0.0053520458877064,0.109169513559271,0.890830486440729,0.0052525129156267,0.374971761395535,0.0053658477137564,0.111672936310193,0.185227358419425,0.396336929596221,0.0569715142428786,0.0007872338267071,0.0080310139742204,0.0002806862808227,7040000000.0,0.0188709677419355,0.0263678157542999,0.416804233282829,0.0490622796388441,0.785226168412895,0.308387840946587,0.31263133409384,0.0440465966829981,0.0096283680375802,0.0039583209536961,0.0586992401053753,0.36284805592703,0.277042692206754,0.0014360553807302,0.501317234150641,0.734189838416077,0.328636744697747,0.0185518162434805,0.940733529535208,0.002882702389445,0.0073790972544474,0.0002160812605187,0.0002193350862108,0.59397758821431,826000000.0,0.671565954797561,0.432682996155703,0.501317234150641,0.328636744697747,0.119693681555143,0.638555906179287,0.458263858365894,0.643812296222798,0.313919187816447,0.0290528426105976,0,0.824164304601686,0.0076843743108679,0.623428561519445,0.616155943931543,0.842114516175889,0.278660480656302,0.0268665135135509,0.565493795799021,1,0.0345590596625295,0
0.514064251937795,0.609136502398604,0.563413458964613,0.602840917280445,0.602271580737687,0.999055863617298,0.79758825533721,0.809483652941783,0.30369033148764,0.781684080043992,5220000000.0,781000000.0,0.471006433322429,0.0007620762076207,0.0986941998177953,0.217099995786103,0.217099995786103,0.217099995786103,0.243263685355016,0.339569922897362,0.0540405644539226,0.119208533507043,0.210213150561121,0.0221516629384337,0.848084201700633,0.689670424120462,0.689885932954449,0.217615229476783,5550000000.0,0.0004822683892709,0.264563955521365,0.396529562982005,0.0088717351895937,0.0072752271714949,0.630786564567609,0.0046261592755724,0.0992834900383952,0.900716509961605,0.0392728100108451,0.370567657459577,0.0070945451886516,0.11864282573648,0.208634341301561,0.398602401051415,0.152923538230885,0.000777089060899,0.0081317752340778,0.0003720191890822,0.0046396006902285,0.0370967741935484,0.28970521275502,0.483887745641211,0.0024315280446036,0.79326330867947,0.502171537980301,0.481536715541615,0.114173694062692,0.0090012834764071,0.0059510043966575,0.101552182158256,0.36843744192995,0.276976281542092,2150000000.0,0.961267372439547,0.734577042212233,0.33021680285688,0.0,0.948867429359436,0.0028077322111751,0.0138697501388028,0.0001111455993637,0.0001223761004113,0.593942251408602,7660000000.0,0.671589360454877,0.0054619533035726,0.961267372439547,0.33021680285688,0.110933233663468,0.675851175899763,0.467606888030537,0.65513721047036,0.319194936791455,0.0328134200422804,0,0.842877603738247,0.0188695374095966,0.624215657031854,0.602842525419052,0.843318596211979,0.278133827535001,0.0268416573353588,0.565388211009071,1,0.0382699746676896,0
0.442061131965095,0.504579153946795,0.494084265752985,0.598163709479814,0.598156502688133,0.998861397636135,0.797111810775699,0.809092540108595,0.303264458005902,0.781331517749799,0.0001806242034813,7760000000.0,0.460037073383491,0.0002800280028002,0.0,0.172432682988496,0.172432682988496,0.172432682988496,0.20497305474142,0.316085449529603,0.0091201960161531,0.0909535054148685,0.161105671461927,0.0220013757832967,0.847709378912688,0.688932315741534,0.688932315741534,0.21753942797311,6240000000.0,0.0004304630919447,0.263718519554592,0.374371297641668,0.0086052773626291,0.0021310389313862,0.630026301009575,0.0055681704192086,0.11192066995193,0.88807933004807,0.005257101331778,0.375056756799073,0.0061135078482987,0.0909668278860716,0.160131211824146,0.400934858652534,0.0494752623688156,0.0012295456159394,0.0051396781617047,2040000000.0,6880000000.0,0.017258064516129,0.0091594083691964,0.388898939417924,0.0169214246246161,0.78334181076657,0.110652864553693,0.393780232808821,0.0183075529926162,0.0023479220679339,0.0011293829075339,0.0857289149397802,0.337716924689916,0.278175630387253,0.0165048931428068,0.719977572575335,0.734098214836889,0.329820491848524,0.0065621550400633,0.923515065414899,0.0020610758634957,0.0176736982552391,0.0003215728123896,8970000000.0,0.593983801414813,3990000000.0,0.671572983048027,0.369835886136362,0.719977572575335,0.329820491848524,0.114876029965045,0.643336049548934,0.459366264435371,0.553837658308588,0.314627312650999,0.0338036625290318,0,0.778466414089157,0.002628965684459,0.623050610171004,0.598165118092446,0.838736253996453,0.278817074487329,0.0266551295205143,0.564413965516649,1,0.033637949147818,0
0.50119436454931,0.560564762320105,0.547780930456663,0.600001441358336,0.600001441358336,0.99903390964438,0.797439954358714,0.809349419476065,0.303476669650037,0.781612641267023,3760000000.0,79800000.0,0.465537689875276,750000000.0,0.247393460876607,0.177194387088618,0.177194387088618,0.177194387088618,0.224449276732533,0.324821390676947,0.0465387116777833,0.111065874114486,0.17993522633125,0.0223792586911449,0.848738194646784,0.689600078620762,0.689600078620762,0.217623970060799,8560000000.0,0.0004671709880752,0.264096945396337,0.391574456987445,0.0110427112551911,0.0093644687936298,0.630625950329448,0.0060359842785361,0.117604377664238,0.882395622335762,0.0059850187934573,0.370025252581735,0.0055711952812713,0.111086683928542,0.178998567227208,0.402310754089839,0.250374812593703,0.001057084597202,0.0059816324178005,0.0005355777026181,0.0013442964987014,0.0509677419354839,0.12910418166062,0.423497885619954,0.0193642118378396,0.841343087067361,0.661183759456287,0.730290496626204,0.219729079684889,0.0096904432877425,0.0093850390425893,0.124031995308449,0.353086615276545,0.27712110017615,0.0038462989501581,0.997565368896733,0.738146021444671,0.331612899093533,0.0,0.936547864447767,0.0023914153188289,0.0165418709460897,0.0001226587110844,0.0001155983976026,0.593957106330651,0.0001065305582577,0.67158474999979,0.134993093983353,0.997565368896733,0.331612899093533,0.110933233663468,0.676159190620182,0.466422233188044,0.612265582190052,0.319712850885791,0.0264756463828756,0,0.811586146859123,0.0025457141142819,0.624576277506769,0.60000109955607,0.841243727113849,0.279156368224035,0.0267943218537583,0.565173442842262,1,0.0318633217557779,0
0.515234241700385,0.567433493240296,0.558595213876546,0.601774312111734,0.601817552861817,0.999022586016244,0.797479796412638,0.80937871387935,0.303570207128716,0.781642395728158,7810000000.0,1000000000.0,0.469000109039363,0.0004750475047504,0.236562405101731,0.215625131684295,0.215625131684295,0.215625131684295,0.236551006901768,0.334229327297163,0.0635691274558737,0.113590098526179,0.192739323642389,0.0221006348391764,0.848047251152114,0.689288371306053,0.689288371306053,0.217580914222679,6140000000.0,0.000462729108054,0.263646253428756,0.386321299504489,0.0086714238021098,0.0082197215924899,0.630747866467583,0.0056174139833483,0.112525319708559,0.887474680291441,0.0061602684818552,0.370634759093949,0.009215657599688,0.113537544579608,0.191810572355026,0.401355531648944,0.176911544227886,0.000628975480101,0.010055632170167,0.0007409812096871,0.0007148903721288,0.0416129032258065,0.0322841237900798,0.398600212568689,0.0058378286653105,0.786415297740511,0.416709392668065,0.423793654856651,0.0697935243922997,0.0082977026229266,0.0040354183407081,0.0914990588948445,0.35822725061771,0.277068639751448,0.0013210646411557,0.765066438933678,0.73431066738717,0.330078551983572,0.003522228757806,0.943014873708561,0.0024434560088328,0.017037956770481,8460000000.0,8880000000.0,0.593935385882407,419000000.0,0.671579382676089,0.13131771553119,0.765066438933678,0.330078551983572,0.11321566604519,0.65818649407384,0.462698478288824,0.629181501901387,0.316864683133316,0.0335515448615549,0,0.817247598995262,0.0075669741575277,0.623999971918537,0.601774628177862,0.84163458199646,0.278853343174045,0.0268242271791826,0.565311297856983,1,0.0334344728534174,0
0.528542875249842,0.584223724378543,0.577065153380802,0.624720736822381,0.624720736822381,0.999139866450516,0.797637781223685,0.809531305171126,0.303600902890453,0.781775869749566,0.0003280607332116,0.0001453362760533,0.488615451716531,0.0003040304030403,0.075716165603806,0.176899414268257,0.176899414268257,0.176899414268257,0.225772903469793,0.325917804343213,0.0120695131358047,0.10528458594577,0.181140317842886,0.0220752077064093,0.848010865272912,0.689345848022789,0.689345848022789,0.217586996793105,634000000.0,0.0004631034237861,0.263734837712039,0.38935769904251,0.0258133359958315,0.0243060710903608,0.630614306653334,0.0011599595108472,0.0331952716389032,0.966804728361097,0.0054856600732795,0.36963718146295,0.0053658477137564,0.105264872082987,0.180159867279994,0.395813097935085,0.0854572713643178,0.0006370912927475,0.0099198606420541,0.0007954370231891,0.0001346565991946,0.0196774193548387,0.0207188284887564,0.404310169376541,0.0196418709782715,0.842302520188076,0.443321265428349,0.433572670236374,0.261332960514272,0.0254242696676811,0.042993204204931,0.0318477545665746,0.409360531268674,0.27698809676611,0.0013550684607348,0.837854226972309,0.736202787483098,0.327125767590372,0.0,0.942189989372679,0.0023797968629608,0.0359490150054397,0.0001998719294505,0.0002108548614527,0.594026936466645,0.0003308262590332,0.671602225464027,0.326736754723388,0.837854226972309,0.327125767590372,0.110933233663468,0.673515065556498,0.480624060305889,0.645746746203547,0.317792795841304,0.0113307206803201,0,0.827487487798394,0.0011905774247722,0.624135298745704,0.624716081842499,0.841693318142243,0.27562058697562,0.0267917364573815,0.565161158682299,1,0.113290182039436,0
0.479354555647638,0.512810728303532,0.531398897157235,0.613384453508987,0.613384453508987,0.998977175956471,0.797326100156007,0.809250729886333,0.303396667310391,0.78149460588111,0.000309096348211,0.0003251389820586,0.478026890784496,0.0001980198019801,0.0,0.170789262989339,0.170789262989339,0.170789262989339,0.20695849484731,0.326625167998868,0.0242146497874979,0.0970604999592867,0.165248173533178,0.0220797273832094,0.847960162673702,0.688422094465408,0.688422094465408,0.217442863434437,6200000000.0,0.0004300388674483,0.263633820546891,0.389087589881152,0.0299362560491231,0.0237521007826702,0.630057122505171,0.006332357581229,0.121020648789189,0.878979351210811,0.0055669445606148,0.374871108943977,0.0053658477137564,0.0970573387398831,0.164248548374934,0.399053887674951,0.128935532233883,0.000882594625303,0.0071711276295059,0.000220116130366,0.000242079279451,0.0320967741935484,0.015995182350954,0.392822414689853,0.0085712934326827,0.899374003127845,0.648996902520183,0.678039162467664,0.0229399435135639,0.0275874274619355,0.0028104062250269,0.0429307224540134,0.357543086467794,0.277026723726325,0.006410755759319,0.327397387418093,0.74232523933697,0.32809916635505,0.011589202117478,0.932022236580047,0.0021928230258594,0.0549756069076243,0.0002048740544399,0.0002016946764732,0.594034477003663,1910000000.0,0.671571632188192,0.280633507205233,0.327397387418093,0.32809916635505,0.123448810183329,0.641896411645954,0.459058392806176,0.631183984421126,0.314403168066984,0.0097445645523155,0,0.784000204920254,0.0006134998232868,0.624256513958867,0.613384730617364,0.83910309228365,0.279371730372647,0.0266223104629603,0.564200203677734,1,0.0308701025006431,0
