Length of Username,Sex,Is Professional Account,Country Block_1,Country Block_2,Is Joined Recently,Is Private,Is Verified,Percentage of Following,Is Business Account,Number of Video Posts,Length of Biography,Class,Mean Post Likes,Number of Mutual Followers,Number of Followers,Number of Posts
0.5100077138999562,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8276128839129686,1.0,0.5289079226889182,0.6112408279131181,0,98.74141339000371,79.28455560469034,-126.08722209954476,123.88436089674173
0.4057033816078252,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8000830503603137,1.0,0.6944114635589542,0.1497778332850081,1,16.020553069473575,12.259579720351738,95.074112947145,-121.24045174704328
0.4583554076851561,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.837803827403965,0.0,0.6288902207298414,0.3961307276963885,0,93.71301365894698,71.75035686958738,-58.12134152765497,109.47040860016271
0.5727402258280146,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7911188111776496,0.0,0.7230145378924758,0.4779777748901137,1,14.950647464635658,51.220277305102655,71.41964788693011,22.29810689912595
0.3839321261360232,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7402976412226024,1.0,0.5258692054075363,0.5302971932941775,0,103.66948527762564,55.72576015840527,-26.4647464259054,92.265363922215
0.651941607639482,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8107214454416707,1.0,0.554584981276196,0.428845853850206,1,12.554525888469378,37.55540824645146,124.4993590938023,123.45511146596874
0.4736598330616785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8128036915123945,0.0,0.4455096488460556,0.3099304633823541,1,11.661718269200753,7.573041934309522,18.14704353620345,24.321367463442783
0.6670764842532078,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.785764634950682,1.0,0.586612928565055,0.3810157359876731,1,3.620715184524912,-2.2066639972612805,12.01025311046226,302.55684954516846
0.4666709954970881,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.753636282302273,1.0,0.5918015138416781,0.5339296016230105,1,3.992823644223302,3.4412231896353944,93.21784445021522,67.0378705990268
0.3788781261479432,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7858542593084831,0.0,0.4671329204352361,0.5185306944160142,1,9.255084382730072,80.30313047037082,176.95562200800234,51.57311932972403
0.4918779373576826,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7230711313506627,1.0,0.6817867164733872,0.4028298143472693,0,101.07861511831622,23.146983834874547,-125.05339132883086,35.60332901579401
0.5434471974793835,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7472226081723702,1.0,0.6761658143897499,0.3882989829597918,1,16.495061041285094,74.41561118657835,147.7851804987509,-31.06113663179533
0.487473388855991,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7969063170985792,0.0,0.4948554250707592,0.5274414711306806,1,7.446862488941044,-3.534052283886417,104.69183917641406,103.31062817596164
