Length of Username,Sex,Is Professional Account,Country Block_1,Country Block_2,Number of Followers,Is Joined Recently,Is Verified,Number of Posts,Percentage of Following,Is Business Account,Number of Video Posts,Class,Is Private,Length of Biography,Mean Post Likes,Number of Mutual Followers
0.3937121128104323,1.0,1.0,0.0,0.0,0.3341299886214105,1.0,0.0,0.5861370953406058,0.8142844282755362,0.0,0.6837945371353692,0,1,93.310294741523,33.11328516784218,61.44846036902395
0.6885847057021559,1.0,0.0,0.0,0.0,0.4248219284699737,1.0,0.0,0.8038962458692109,0.7572575172272018,0.0,0.5493173384774332,0,1,80.36625643895927,-46.76093146748418,54.589859137629546
0.5130207171821018,1.0,0.0,0.0,0.0,0.4229248285596889,1.0,0.0,0.6001355042258549,0.7911520637837981,1.0,0.5912064141446773,0,1,-5.788095890241799,3.011923754865822,86.23164749784456
0.7621282105948815,1.0,0.0,0.0,0.0,0.3922603836019097,1.0,0.0,0.6603220233892506,0.7950801540235427,0.0,0.5675066170897285,1,0,26.58355435553385,74.50877241594841,0.8528264475640146
0.4619325983316537,0.0,1.0,0.0,0.0,0.3513822778872477,1.0,0.0,0.5759003037586715,0.7848603682396585,1.0,0.498836063833719,0,1,53.22615730448116,-17.82623310600537,85.90412636163609
0.5191498376254043,1.0,0.0,0.0,0.0,0.4170250753886622,1.0,0.0,0.9454797550809824,0.7947859635378587,0.0,0.4706642498068845,1,0,-31.062123700530243,31.428684412594595,44.40397294075181
0.3956860707478197,1.0,1.0,0.0,0.0,0.3830714193558563,1.0,0.0,0.6385951939577925,0.7705153199201407,0.0,0.4606582660821691,0,1,76.16945148259944,71.5559571166171,73.43545498892362
0.4406300527058804,1.0,1.0,0.0,0.0,0.3819113348541,1.0,0.0,0.6144336171286763,0.8137402860410426,0.0,0.7381652284847902,0,1,12.525846282772676,-24.84246190742219,75.31909162147274
0.4944968733101638,1.0,0.0,0.0,0.0,0.4638663264536308,1.0,0.0,0.5879669714722282,0.7794028656119664,1.0,0.5784507701843044,0,1,93.6987956312842,72.74143948364942,102.62623319700046
0.6025128907285006,1.0,0.0,0.0,0.0,0.4217341641669689,1.0,0.0,0.5698404081302438,0.8492217901786743,0.0,0.5835988576945913,1,0,60.54545055260864,21.146607236123167,5.617830233262678
