Length of Username,Sex,Is Professional Account,Country Block_1,Country Block_2,Number of Followers,Is Joined Recently,Number of Posts,Number of Mutual Followers,Percentage of Following,Is Business Account,Number of Video Posts,Class,Is Verified,Is Private,Length of Biography,Mean Post Likes
0.425223778404476,0.0,0.0,0.0,0.0,0.4005584068977335,1.0,0.628224337711286,0.5190168304156286,0.817076383157608,1.0,0.5440177562958805,1,1,1,97.23991185724554,39.00551800866679
0.5399805238496347,0.0,1.0,0.0,0.0,0.4157423959828312,1.0,0.5784329574712642,0.5380309880270272,0.7846970663060722,0.0,0.629206655483733,0,0,0,94.03396860326498,87.21391733020967
0.5483831578829672,0.0,0.0,0.0,0.0,0.3197494793329889,1.0,0.6017910124338991,0.2764448847400323,0.811485840158299,0.0,0.5512149549132378,1,1,1,71.83672531971612,34.710197736473425
0.6488095291951783,1.0,0.0,0.0,0.0,0.3575252321098532,1.0,0.5946453488207444,0.3837453803682165,0.7203902453422363,1.0,0.5918994223039917,1,1,1,77.42299464973813,40.820386251997405
0.4114313066099766,0.0,0.0,0.0,0.0,0.3823939306790982,1.0,0.5986065648932707,0.4004730077980633,0.793075281092829,1.0,0.4849705575562936,1,1,1,55.43448896432001,35.36850520920687
0.4286902746314986,1.0,1.0,0.0,0.0,0.3999048417098994,1.0,0.6787278082455581,0.5199889449186671,0.7892482988918542,1.0,0.4660989330775404,1,0,1,40.39465283444352,40.67996052803473
0.4354132609046584,0.0,0.0,0.0,0.0,0.3627975106725393,0.0,0.6832309847981481,0.5130149281644708,0.7952728065835616,1.0,0.6308012480081434,0,1,0,121.77483347093995,62.91110022151316
0.6070883438267881,0.0,1.0,0.0,0.0,0.2932439848262932,1.0,0.6654967805897123,0.4852473480477434,0.8330888423447014,0.0,0.5238055667088618,0,0,1,133.0961172602875,64.88597509981705
0.5286233056192684,1.0,0.0,0.0,0.0,0.3754451646126921,0.0,0.5964001163309636,0.5139108373244733,0.7939075397433516,1.0,0.5709351452569408,1,1,1,106.15703180382798,36.87824885395824
0.4339262014118069,1.0,0.0,0.0,0.0,0.4010877052902892,1.0,0.5977836914446151,0.3700765583217479,0.8596859792574227,0.0,0.4518123208115391,0,1,1,123.503140629729,44.17300288304965
0.4282183479923884,1.0,1.0,0.0,0.0,0.2852557831705982,0.0,0.650478772691635,0.5394583149411577,0.7894357043046234,0.0,0.5086877563290902,0,1,0,63.0057873303611,-9.335638234940715
0.6301411371562042,0.0,0.0,0.0,0.0,0.3930390905181047,1.0,0.5357556511263009,0.5053520981432277,0.7874533750900911,0.0,0.6808708439496867,1,1,1,48.307641629291695,29.135462436071208
0.4054247409641873,0.0,1.0,0.0,0.0,0.4499306624537871,1.0,0.8290088838483487,0.3950818866241285,0.7869407805870807,0.0,0.5515441029037998,1,1,1,95.0230436057382,33.75520014058288
0.5155231126970387,1.0,0.0,0.0,0.0,0.3095000985307523,1.0,0.7926481535236289,0.4120875381507017,0.7860547299452294,0.0,0.5632274533979532,0,0,1,93.35191118592404,104.9651380663418
0.4839565633360026,1.0,0.0,0.0,0.0,0.4252655962339743,0.0,0.6214221489830698,0.3860131316699604,0.8591409387044667,0.0,0.5925519145568017,1,0,1,103.73381623996836,38.20904560898112
0.5625661332041727,1.0,1.0,0.0,0.0,0.4050585164867401,1.0,0.7649775069615399,0.5460143520617832,0.8254065100930806,1.0,0.6678577035642809,1,1,1,83.64051461319607,35.93102610501146
0.4941446486157375,1.0,1.0,0.0,0.0,0.3954498662183702,1.0,0.9217824272220276,0.5408713996694936,0.8167198824889185,0.0,0.5048029062850741,0,1,1,100.60322783043624,84.6714830317872
0.6966154484285358,1.0,1.0,0.0,0.0,0.3551706793258469,1.0,0.7263518318177833,0.4616610975548019,0.8025792576978561,0.0,0.594841037263287,0,1,1,57.78669415606646,74.69068245365722
0.612913252723934,0.0,0.0,0.0,0.0,0.4077403553479028,1.0,0.5402303824127457,0.4020999312523718,0.7997423988701455,0.0,0.5060383096430022,1,1,1,80.15545580748062,26.12848053310644
0.4089478857091513,0.0,0.0,0.0,0.0,0.3030089697207754,1.0,0.5548302938600338,0.5382769956658893,0.8385801125639404,0.0,0.5135781642391184,1,1,1,52.56019349088712,36.609144661053165
0.4577444836251752,1.0,0.0,0.0,0.0,0.3653943418978059,1.0,0.5246002216187998,0.4883588180171482,0.8751907339339552,0.0,0.508830927449083,0,0,0,119.16168017871436,45.96477794176529
0.7483095761222744,1.0,0.0,0.0,0.0,0.3889207706082576,1.0,0.7089277300585421,0.4102258135258263,0.7645574564027325,0.0,0.7618474524209843,1,1,1,62.44187685020537,40.65926690331156
0.7453807803289478,0.0,0.0,0.0,0.0,0.3070044966552092,1.0,0.6277833663593567,0.4572291385326124,0.7967317037073427,0.0,0.4603337500627674,0,0,0,19.88145919782032,109.55954927604662
0.4435546121912078,0.0,1.0,0.0,0.0,0.2607167198111437,1.0,0.5345391755785888,0.4713545278390711,0.7855761024959041,0.0,0.6428185028210056,0,0,0,112.36994288246792,21.44255992439868
0.7408056252578452,1.0,0.0,0.0,0.0,0.2747841093531805,1.0,0.5816834512283194,0.4825461757476012,0.877949335589008,0.0,0.6559866182474605,1,1,0,67.15973019955113,31.325648261034345
0.4052835318958963,1.0,1.0,0.0,0.0,0.4499057879004636,1.0,0.7266024686346595,0.4792404641817315,0.7965975210652994,1.0,0.5547050132499869,1,1,0,72.58823250381988,38.10254640159663
0.4461278178246141,1.0,0.0,0.0,0.0,0.316607790926928,1.0,0.5411107484048556,0.5358686771486216,0.7692452565694825,1.0,0.6896969870310041,0,0,0,122.6871164643934,69.51620187219328
0.4510359248292758,0.0,1.0,0.0,0.0,0.3142091695538455,1.0,0.5685656392504844,0.3798394487165935,0.7791706405053123,0.0,0.523359738994668,0,0,0,131.24220577399703,67.6171148620915
0.4473964156437731,1.0,0.0,0.0,0.0,0.1690269456759867,0.0,0.5261437354693789,0.3652250572789932,0.8448657094004979,0.0,0.6722500783491832,0,0,0,61.99100964521112,19.44943996631048
0.5940843511879205,1.0,0.0,0.0,0.0,0.3577693925277859,1.0,0.710353360167356,0.454714776490069,0.7629219913135642,1.0,0.6027065243995808,1,1,1,84.51266294971813,33.27808577452991
0.5742618846599816,1.0,1.0,0.0,0.0,0.2734215612601225,1.0,0.5518615754941777,0.5125091689673285,0.7513451911400003,0.0,0.6621204041572427,1,1,1,54.38620748698828,40.62023341133449
0.8137770695778648,1.0,1.0,0.0,0.0,0.4086578258571607,1.0,0.5498133300599023,0.5127971346758194,0.759151220410254,0.0,0.5598800757352558,0,0,0,66.09758616815375,53.24310645709906
0.444129103921524,1.0,0.0,0.0,0.0,0.2886080195831254,1.0,0.530413232218241,0.5351177320790761,0.8692145727302549,1.0,0.7373382986290355,1,1,1,49.40062327121076,36.6698604001915
0.5234416097684365,0.0,1.0,0.0,0.0,0.3267808074272183,1.0,0.5435188659902683,0.3692109920327013,0.7734841908093808,1.0,0.8013834902279117,0,1,0,79.64456527929079,4.521154584078431
0.4330756562587605,0.0,1.0,0.0,0.0,0.3485770553208936,1.0,0.6083869732715479,0.2784059822094782,0.8253244932408781,1.0,0.6279790371155836,0,0,0,41.043064501071406,71.85867333159662
0.5692587326803746,0.0,1.0,0.0,0.0,0.3713197487139859,1.0,0.6388810229740357,0.4448817765232701,0.8230324371327509,0.0,0.6122241530195436,0,0,0,64.05584397398037,59.49029041940228
