Length of Username,Is Professional Account,Country Block_1,Country Block_2,Number of Followers,Is Private,Number of Posts,Number of Mutual Followers,Mean Post Likes,Percentage of Following,Is Business Account,Length of Biography,Class,Is Verified,Sex,Is Joined Recently,Number of Video Posts
0.7942283506951471,1.0,0.0,0.0,0.3905923811800184,0.0,0.5842273750521039,0.5123621064538905,0.5327935480951033,0.734487225123273,1.0,0.4202970390372872,1,1,1,0,90.89820634288569
0.4568796144541157,0.0,0.0,0.0,0.4214381182515206,0.0,0.652596131031062,0.5432103186206227,0.5346825619589998,0.7942640708656925,1.0,0.2891927266240467,1,0,0,0,100.41075307559618
0.6738913332912154,0.0,0.0,0.0,0.4081489185075604,1.0,0.6664194342867243,0.3901600406605785,0.4707359309984846,0.7625604911511688,1.0,0.4133484307594806,1,1,0,0,79.13146141755718
0.5376336612431285,1.0,0.0,0.0,0.1442932632196533,1.0,0.5944650068608388,0.5452571128254838,0.6292188592818082,0.7090069142269785,0.0,0.330353254103113,0,0,1,1,69.75388322179363
0.4766343504438128,0.0,0.0,0.0,0.2595582140241863,1.0,0.5470489418724124,0.4902411022217718,0.4551545477750174,0.7941286547291326,0.0,0.2309010767719749,1,0,1,1,100.188823592694
0.4554253521700484,1.0,0.0,0.0,0.4419911438108355,0.0,0.522933582444525,0.5238670137363187,0.4500009369524185,0.7983169617657578,0.0,0.3661649664876296,1,0,0,0,120.17264424245808
0.6977686259959365,0.0,0.0,0.0,0.3949492686850496,1.0,0.6047883994422545,0.4286270031511222,0.4999557400669811,0.8520303317018124,0.0,0.4959322393965743,1,1,0,0,121.10091433404664
0.4258897840944455,0.0,0.0,0.0,0.3161465433175243,0.0,0.5481203323443243,0.4059416751632132,0.5274133920383205,0.8148298643004978,1.0,0.4508369266030689,0,0,1,1,64.79430126416264
0.6273221593845957,1.0,0.0,0.0,0.3572180198457746,0.0,0.595869086378343,0.5063457991952565,0.4952117413202621,0.800407828922001,0.0,0.3782971379174675,0,1,1,0,-3.883389513888872
0.720122128561095,1.0,0.0,0.0,0.3985164747801256,0.0,0.6162129108760173,0.3827075324526591,0.5155155187702092,0.7806474259134267,1.0,0.3797663793163225,1,1,0,1,104.02557784747974
0.4876984572067545,0.0,0.0,0.0,0.2373387323161049,0.0,0.5821917692963622,0.5016664855031516,0.5623269795910194,0.8197948290206762,0.0,0.3281747987803781,1,1,1,1,112.88404875055916
0.7163495860487118,0.0,0.0,0.0,0.3615445222077268,0.0,0.7215902417459151,0.3799852998911562,0.5590132793117324,0.8146283770547316,0.0,0.2464907816870199,1,0,0,1,108.9912706534456
0.3901637257133403,1.0,0.0,0.0,0.4392781016504642,0.0,0.5906365736140573,0.4686916669500526,0.5585534575270561,0.8494043851665002,0.0,0.2518467230004023,0,0,0,1,68.07535000293113
0.5539701535913464,1.0,0.0,0.0,0.3378991644148557,0.0,0.5416927335551871,0.3884110454442777,0.5445455438354302,0.8229129032622502,1.0,0.319708936558649,1,0,1,1,101.7291037953538
0.4022713642778135,1.0,0.0,0.0,0.3732131997666835,0.0,0.5747008541283096,0.546779111169171,0.5275408411429008,0.7495819645663647,0.0,0.2568541083041788,1,0,0,0,131.32225064719526
0.3875135018729586,0.0,0.0,0.0,0.3895599852454036,0.0,0.8220018627793222,0.4993180196559766,0.5031236671698163,0.8489018531263558,0.0,0.4836823529377205,1,0,1,0,93.87255245029932
0.4888776711290604,0.0,0.0,0.0,0.4356001083281213,1.0,0.8139995323191875,0.5183198006817684,0.6322978625546389,0.8193983529881128,0.0,0.4001513571779006,0,1,1,0,57.684319548258536
