Number of Followers,Is Private,Number of Posts,Number of Mutual Followers,Mean Post Likes,Percentage of Following,Is Business Account,Length of Biography,Class,Is Verified,Country Block_2,Country Block_1,Is Professional Account,Sex,Is Joined Recently,Length of Username,Number of Video Posts
0.2573115452025807,0.0,0.5290811793976837,0.4887775072767789,0.5860640378192816,0.7857893173841374,0.0,0.2656038106607522,1,1,1,1,1,0,1,63.828499375108585,20.106449174611008
0.2971973590201184,0.0,0.599339522829454,0.4576657244890603,0.6725461116158724,0.8056470776402024,0.0,0.4286557676042213,1,1,0,1,0,1,1,-63.61308824597235,40.37884307582418
0.2805821281107747,0.0,0.5921132654322272,0.4410540570390084,0.5198059077258904,0.7938430096823061,1.0,0.2426053703709199,0,0,0,0,1,1,0,257.6711678294341,34.99470770740028
0.1801339556126329,0.0,0.5873072778703408,0.4999248068744249,0.4562441065959696,0.842911967148292,0.0,0.2956445145260897,1,0,1,1,1,0,1,56.341609834789146,10.452827379656746
0.45895699342493,0.0,0.6924969185050568,0.3499477897568419,0.5895922706167109,0.7690671445522627,1.0,0.4334537034918821,1,1,1,1,1,1,1,139.28962442578324,33.03956915079505
0.3882129815368694,0.0,0.5366586298269868,0.5299679907978285,0.5026197762978724,0.8393077689565469,1.0,0.3640558700508414,1,0,0,0,1,1,1,-55.82195624087591,28.733444863461948
0.343185744586724,0.0,0.5616753229593118,0.3003357570483654,0.6410821859122362,0.7768649807493502,1.0,0.267514940074628,1,1,1,1,0,0,1,66.52594551413848,29.216888849406367
0.1865576574666622,0.0,0.6026389129311828,0.3870198834695935,0.6360341256340465,0.7924735835676342,1.0,0.4595541435163456,1,1,1,0,1,1,1,-61.66985326881576,33.46621206733671
0.415318227631528,0.0,0.587753953537419,0.429824514303167,0.6417456603385111,0.770007742009115,0.0,0.3158022574421953,1,1,1,1,1,1,1,112.19353645959772,0.6205032854059986
0.2487620823751877,0.0,0.6963300573695181,0.4899027597428393,0.4791855700416348,0.7530250123477887,0.0,0.4656092568167633,0,0,1,0,1,0,0,-29.19483609306974,-63.09912604824572
0.3226488800444719,1.0,0.6642149671496695,0.5253224121053914,0.5754211442426381,0.7660910981010689,1.0,0.4050875914368156,0,1,1,0,1,1,0,15.15850944972948,115.54259708063536
0.4400705670610207,0.0,0.5535951500814928,0.4957070775453587,0.5537870828817459,0.8148313457107794,0.0,0.4731405905568654,1,0,1,1,1,1,1,13.538946811808788,15.913642260190484
