Length of Username,Country Block_1,Country Block_2,Number of Followers,Number of Posts,Number of Mutual Followers,Percentage of Following,Is Business Account,Class,Is Verified,Is Private,Is Professional Account,Sex,Is Joined Recently,Number of Video Posts,Length of Biography,Mean Post Likes
0.4156746208582038,0.0,0.0,0.3774646985663455,0.5664755966130802,0.5256949600817985,0.7750529851369294,0.0,0,0,0,1,0,1,99.67949925406025,84.04237500277252,57.66510361855821
0.4730293038348613,0.0,0.0,0.2517510468628684,0.6396478278651723,0.4434223509855975,0.8230772604158506,1.0,0,0,0,0,1,1,52.550583767819774,96.56219372193658,-113.08698254543846
0.4208158886119891,0.0,0.0,0.3232768305147404,0.7064888846625536,0.3873278440136941,0.7966985866079264,1.0,0,0,0,0,1,1,56.61354056404486,78.48295096539204,-77.20881065480437
0.4248559892168563,0.0,0.0,0.3496460167037284,0.6560779239100522,0.4434435264333897,0.7541728416496922,0.0,0,0,0,0,1,0,152.56414940686213,62.810234592513,35.16940481773631
0.4005915217356839,0.0,0.0,0.4185585351178321,0.6503579754584925,0.4595833668670005,0.7974296441526516,0.0,1,1,0,1,0,0,8.713985417626361,115.92194696696652,23.62817836857269
0.8137770695778648,0.0,0.0,0.4086578258571607,0.5498133300599023,0.5127971346758194,0.759151220410254,0.0,0,0,1,0,0,1,139.28818133558474,81.50964623044915,13.750051112655218
0.5563075936215125,0.0,0.0,0.2680945952085174,0.6573931863171653,0.4553083850650564,0.7618448741441711,0.0,0,0,0,0,1,1,158.0447330827045,56.91009086605912,-53.293412320724336
0.615031438494995,0.0,0.0,0.4057769157828422,0.6394577326622939,0.3912553342306047,0.7826612665326228,0.0,0,0,1,0,1,1,50.430111892351455,80.02828030558786,-49.67958149683966
0.5567783173877027,0.0,0.0,0.1704727432543276,0.9250229722466738,0.4363957353647701,0.7650651016470367,0.0,1,1,0,1,0,1,-16.973086899406127,117.00762979809554,-6.919347005955828
0.5167825026816524,0.0,0.0,0.3470532041477162,0.5506331524761695,0.3617908209038743,0.752871711175745,1.0,1,1,0,1,1,0,156.86275435518087,113.80031854360884,-73.02111533206244
0.433435517059772,0.0,0.0,0.4333375301074604,0.6221738859266361,0.4096184050045052,0.8053068198967419,1.0,1,0,0,1,1,1,74.05235179710681,69.19654707054886,104.60032741239549
0.5938495851970852,0.0,0.0,0.3504358688328353,0.5340115782744833,0.545250986185696,0.8437433710465014,0.0,0,0,0,0,1,1,-57.64518204867375,93.98906374218711,-34.43219835897139
0.514344350158409,0.0,0.0,0.2878212001925195,0.5220722417172579,0.4853985368985835,0.8124032640647755,1.0,1,0,0,1,1,1,121.09939472196908,31.8666077494033,-6.64248862526901
0.4754694777606353,0.0,0.0,0.356734663445638,0.5465275702246891,0.3513283305425501,0.8588740109236239,1.0,1,0,0,0,1,1,106.07141781368784,59.53033999021493,22.752251330844068
0.6124181570434768,0.0,0.0,0.3116843124159139,0.661990252457482,0.4688176014967594,0.833999497761851,0.0,1,0,0,1,0,1,219.42174795792369,121.61857433575074,66.29645637743268
0.4612887504382195,0.0,0.0,0.3445066063127969,0.5607950114296963,0.5056950754200422,0.7685064611165774,1.0,1,0,0,1,0,0,132.60449420629257,59.77106085726621,104.34265641937498
0.3555664351746227,0.0,0.0,0.4275532929106918,0.6333984533262753,0.354789741704121,0.7593294593493394,0.0,1,0,0,1,1,1,98.49077759522474,104.58277947707936,-74.28342639921732
0.5936329881475265,0.0,0.0,0.4308851382560035,0.6225945945809372,0.5229555282416288,0.7955256290608113,0.0,0,0,0,0,0,0,37.94337255148467,82.42123044054394,1.6523093312469133
0.4132086082220313,0.0,0.0,0.3501786522976834,0.5833858843990619,0.5207024304783334,0.7793608375068984,1.0,0,0,0,0,0,1,93.1512297436479,47.33555618614605,-46.39930244786745
0.701949827060222,0.0,0.0,0.26686508091488,0.6614193396043888,0.5311685744201462,0.8500139181496023,0.0,1,1,0,0,0,0,128.6371700391549,57.72324463269189,140.91409498413685
0.3979824469406691,0.0,0.0,0.435235015748033,0.5901576570150354,0.4035959151981401,0.7821972077690909,1.0,1,1,0,1,1,1,102.36601198528184,96.52950112864096,184.66100056963472
0.56277383886402,0.0,0.0,0.4296252772916866,0.5562642063528361,0.533095990179187,0.8242855286566484,1.0,0,0,0,0,0,0,132.24341167662865,129.7626388202358,-66.74879764732268
0.5183975190346285,0.0,0.0,0.3932040116339473,0.717281227618061,0.4644354282932166,0.796302656080631,0.0,0,0,1,0,1,1,48.073299191755765,67.92216118152753,99.1604869899716
0.5319482832867268,0.0,0.0,0.4417506400682707,0.5410299511765503,0.4797393789142943,0.8103429756620606,1.0,1,0,0,1,0,0,141.1533092026005,29.7931596128264,63.51626038084828
0.371614067199652,0.0,0.0,0.4433732441651106,0.7087418338919814,0.5470435051205136,0.7962015060881118,1.0,1,1,0,1,1,0,105.34259218757904,68.04779286013678,95.98048225507809
0.3869087344768811,0.0,0.0,0.4152967510732982,0.5685800329140083,0.3726502910444476,0.8621517328349536,0.0,1,0,0,0,1,1,97.75432402059658,101.90268702408434,-178.65449685447217
0.4618441604070407,0.0,0.0,0.2769757391478785,0.7136687892530718,0.4771254036202393,0.7926908919983449,0.0,0,1,0,0,1,1,67.88714335051847,36.14760680747541,85.24140431923568
0.5645105422635882,0.0,0.0,0.0993145471378555,0.6266893906290775,0.5135700403889424,0.7503463536390325,0.0,1,1,0,0,0,1,6.4109655484733565,80.36686626596116,170.94547831406177
0.4860468734494012,0.0,0.0,0.4478431165816412,0.5781058591902068,0.5431998642002615,0.7859982223794865,0.0,0,0,0,0,0,1,1.125307953485489,74.1741052828886,-146.53501507554026
0.4674643235137344,0.0,0.0,0.3994595697150916,0.706916447051948,0.52656968185871,0.8533790242646655,0.0,0,0,0,0,0,1,61.68538608443394,46.90298403449323,-6.969495327704889
0.4054247409641873,0.0,0.0,0.4499306624537871,0.8290088838483487,0.3950818866241285,0.7869407805870807,0.0,1,0,0,0,1,0,121.17567885370494,46.52758409887346,55.138517882264566
0.6734450356076586,0.0,0.0,0.2847512146149741,0.5657471582595881,0.5227438651546654,0.8151405609523721,0.0,0,0,0,0,0,1,65.18729576616134,84.0738258095603,65.6766271755496
0.4672850829333054,0.0,0.0,0.3141009681441786,0.6157845130065874,0.3655822323994517,0.8653991029678123,0.0,0,0,0,0,1,1,91.96746392437892,78.75934272218029,-6.453506287770301
0.4889457147199162,0.0,0.0,0.3379235957336453,0.590392166012036,0.4709928369955154,0.7827696867508193,0.0,0,0,0,0,1,1,-37.5966380891487,37.67255359148286,50.67454765730072
0.5022078632003372,0.0,0.0,0.3683398622232667,0.6039473215466037,0.5166204370447053,0.8049639485237632,1.0,1,0,0,1,1,0,121.65393852912308,149.743461854936,38.09919957652633
0.6688774875088931,0.0,0.0,0.2543327158499593,0.6933985086164716,0.5124647752147083,0.8095359382158065,0.0,0,0,1,0,1,1,103.07952604934594,97.25826525621004,-19.528521281518188
0.6045753190848866,0.0,0.0,0.422443865769754,0.6377008882026338,0.5339310268791286,0.7594220142892141,0.0,0,0,1,0,1,1,113.8034045020712,46.59325790457372,55.21907898887535
0.5981019341984471,0.0,0.0,0.1852846439935064,0.6533659832956845,0.4579757371343383,0.7292139842976002,0.0,0,1,0,0,0,1,102.4121924904814,74.63051891347999,52.71945926283241
0.3756871815424096,0.0,0.0,0.3951106985817501,0.7958489382429454,0.5195094288571586,0.8081856905324701,1.0,0,0,0,0,1,1,112.99977722137396,97.0255639532513,172.04084787446882
0.6070883438267881,0.0,0.0,0.2932439848262932,0.6654967805897123,0.4852473480477434,0.8330888423447014,0.0,0,0,1,0,0,1,81.19257170999589,101.17087237665972,20.57226442088917
0.4873582942413312,0.0,0.0,0.38796237131661,0.5826546855513096,0.4905390755898468,0.8367539821083912,1.0,1,1,0,0,0,0,146.7046805619814,91.68027867973667,86.02562337894554
0.4613524043779717,0.0,0.0,0.4263536275592329,0.6230585002271237,0.4127338974648498,0.8584091114209079,1.0,0,0,0,0,1,1,88.79847776555829,72.35380279067171,-110.09506563566806
0.5725153286754159,0.0,0.0,0.4166558985011185,0.5411888590336005,0.379312920674045,0.7850911978431891,0.0,1,0,0,1,0,0,102.12271357901317,12.591877832549187,52.63159415660263
0.4422052861549448,0.0,0.0,0.3926221856611357,0.649627739388807,0.425873118301132,0.8664993862453306,0.0,1,1,0,1,0,1,38.81787896656675,66.69934264047262,52.69513306151595
0.6807080333226091,0.0,0.0,0.3673351084941059,0.7182549797939044,0.5310830527974972,0.777501157446209,0.0,0,1,0,0,1,0,170.4524204636602,87.52557980463405,-15.15956122048842
0.4367727924492093,0.0,0.0,0.3633109163187958,0.5298011058010956,0.3876957386623134,0.7681039436861222,0.0,0,1,1,0,0,0,59.1364432196052,57.07473363541279,-16.211324953372333
0.513808801373409,0.0,0.0,0.410248444953858,0.5606312736698253,0.5020587464945113,0.7506322757777419,1.0,1,0,0,0,0,0,-14.41875460874722,82.11453644361765,-62.99200973691788
0.8124900993974217,0.0,0.0,0.4354006690868131,0.6085646908621667,0.5350470293657124,0.774621756676656,0.0,0,0,1,0,1,0,52.54252117281288,97.60560468733078,-184.9548173841385
0.5886534752535779,0.0,0.0,0.2233945357790601,0.7108609687383877,0.5299118707956547,0.7892913374214018,1.0,0,1,1,0,0,1,117.27149752836856,86.13306408265677,-55.4680498590726
0.7518886762081369,0.0,0.0,0.4469033243385676,0.6417529961892515,0.5028168027082317,0.808158315909115,0.0,1,0,0,0,0,1,201.4787300042493,36.32161522405223,-9.544253417339064
0.4886164647202372,0.0,0.0,0.3622011078426093,0.5267672117869012,0.3855452754039107,0.7442232194363854,1.0,0,0,1,0,1,1,40.44554444331997,93.9557481676536,-37.51083072334384
0.442141585104466,0.0,0.0,0.4237367486660802,0.5539584453503159,0.481155332188123,0.7867199977701022,0.0,1,1,0,0,0,0,20.98091504508635,94.78553002285474,95.87530786879104
0.492209899383881,0.0,0.0,0.3209994981474189,0.572901359338298,0.4038806344958676,0.8305603665805423,0.0,0,0,0,0,1,1,153.64126663188213,51.76414868842552,81.63574732791545
0.4568796144541157,0.0,0.0,0.4214381182515206,0.652596131031062,0.5432103186206227,0.7942640708656925,1.0,1,1,0,1,0,1,95.58312787224796,42.906917890966206,104.83348425969888
0.4594147196229211,0.0,0.0,0.2085514861547377,0.5865130835848877,0.4883303004861536,0.7991476681232648,0.0,0,0,1,0,0,1,189.1075622171172,87.46636302831887,24.05054980112097
0.5808091009507921,0.0,0.0,0.3699306898186983,0.6254394897112694,0.4645810214813541,0.8318101647002176,0.0,0,0,0,0,1,1,147.65895984642447,96.18451776166948,-50.88517382898001
0.522954229364788,0.0,0.0,0.4555620315452621,0.6187568742135092,0.5249133839212471,0.7851380235581229,1.0,1,1,0,0,1,1,178.30984625321128,140.888233192942,157.71936248243958
