Number of Followers,Is Private,Number of Posts,Number of Mutual Followers,Mean Post Likes,Percentage of Following,Is Business Account,Length of Biography,Class,Sex,Is Joined Recently,Is Verified,Country Block_2,Country Block_1,Is Professional Account,Length of Username,Number of Video Posts
0.318335105717922,0.0,0.6080018655809559,0.3678041456304258,0.486847386870249,0.7962424595541555,1.0,0.3803947443961641,1,1,0,1,1,0,0,99.209623954841,44.68372774361774
0.4309551254186968,0.0,0.7374181090961248,0.4454935588048312,0.4658758760104116,0.8100805498624062,1.0,0.3264111423515092,0,0,0,1,0,0,0,-15.39478007237419,48.851657244818114
0.2573115452025807,0.0,0.5290811793976837,0.4887775072767789,0.5860640378192816,0.7857893173841374,0.0,0.2656038106607522,1,0,0,1,0,0,0,100.3733078637917,31.05722498668188
0.2802764093524747,0.0,0.5563609532860225,0.4958408471607891,0.475250614742699,0.7861701695392384,0.0,0.5527922762090728,1,0,1,0,0,0,0,82.89201494819633,40.02854899860487
0.3205423991412471,0.0,0.67307473704468,0.4689882002502383,0.5665379266320969,0.7857904671234903,1.0,0.4501853764099666,1,0,1,1,1,0,0,88.96333246350969,43.44706338918964
0.4450225417506034,0.0,0.5999391444401526,0.4619500634648154,0.5044482666892348,0.8706607040913641,1.0,0.3367763388086994,1,0,0,1,1,0,0,119.65557886243852,97.68869674124385
0.4044760347161766,0.0,0.5407471920009641,0.5273519673214835,0.5377424044226196,0.7976362802728301,1.0,0.2048745566866556,1,0,0,1,1,0,0,122.20935662436948,78.65620724446613
0.2531533531579191,0.0,0.6414489175054799,0.4659915099557105,0.5512464859912041,0.783194784955869,1.0,0.45220242375099,1,1,0,1,1,0,0,81.82920232896832,65.30459102510852
0.4077023896886645,0.0,0.5400436169176094,0.4924598705270298,0.5735698655634363,0.794280498166732,1.0,0.2979660721639554,1,0,1,1,0,0,1,85.76901678844658,36.990396138197006
0.3154267194739955,0.0,0.6754969265788339,0.4831824714630973,0.4878321721330694,0.8352930763536581,0.0,0.3086473472803147,0,0,0,0,0,0,0,9.479966118855533,-20.316450136861405
0.428275728664312,0.0,0.5528248099637918,0.5358221530630577,0.4700835508062882,0.7800697564560443,0.0,0.2839958333119934,0,0,0,1,0,1,1,72.09880344638006,134.8373900374707
0.3445066063127969,1.0,0.5607950114296963,0.5056950754200422,0.6340498808362984,0.7685064611165774,1.0,0.2932087324937809,1,0,1,1,1,0,0,111.4844623557196,5.401553558101227
0.3993866498430386,0.0,0.6779689222497158,0.4758427346500612,0.5388575094586039,0.8262916331342902,1.0,0.4401253986877019,1,1,1,1,0,0,1,120.0282615157448,57.17313284306253
0.3070680079058604,0.0,0.5755230430988119,0.5229921849970992,0.5137910016994274,0.8186225757882762,1.0,0.4824170018121134,0,0,0,1,0,0,1,66.59229343157224,-9.668200682771548
0.3979304285812466,1.0,0.6165488100582275,0.3281098765961688,0.7171254521597104,0.7858542593084831,0.0,0.5185306944160142,1,0,1,1,0,0,0,99.43485565371202,72.15421686550647
0.3148644863121395,1.0,0.5302399680483719,0.4686116957686134,0.5723466991847993,0.8018337596093588,1.0,0.4244268678897019,1,1,1,1,0,0,0,95.45305175432682,56.65949292921022
0.3834179604434873,0.0,0.6839651124437155,0.3911912816820019,0.5595946541867642,0.8245251175811801,1.0,0.6492743417468244,1,0,1,1,0,0,1,93.64846224021969,33.56678381644231
0.3459466094842435,0.0,0.6892210031248003,0.4376173584318415,0.6175560115413095,0.7683389104625324,0.0,0.3436361946379628,0,0,0,1,0,0,1,-11.654216282472206,38.32289603226882
