Length of Username,Sex,Is Professional Account,Country Block_1,Country Block_2,Percentage of Following,Is Business Account,Number of Video Posts,Class,Is Joined Recently,Is Verified,Is Private,Number of Mutual Followers,Length of Biography,Number of Followers,Mean Post Likes,Number of Posts
0.373512812013362,0.0,0.0,0.0,0.0,0.7977615161251113,1.0,0.5640485351772335,1,0,1,1,5.644760612726518,19.447526892667053,-56.50646428100994,15.954462794041255,33.332370723098805
0.4302008796032642,0.0,0.0,0.0,0.0,0.8120809973220507,1.0,0.6465190948580838,0,1,1,0,9.067348720776764,-37.54106105618608,57.60510422250281,-39.140954913671166,116.78165142020713
0.5108646938290636,1.0,0.0,0.0,0.0,0.8131771381499605,0.0,0.5565829172068129,0,1,0,0,46.43633719302495,127.19282502687032,43.45661482090443,-38.669682331492254,134.3660752634166
0.5048603958405691,1.0,1.0,0.0,0.0,0.8547051342528436,1.0,0.4760918332262632,0,1,1,1,53.86521809174311,181.62150135989253,39.61236248528812,123.90536939505512,61.34661859699222
0.5627426427821115,1.0,1.0,0.0,0.0,0.7576270700920351,0.0,0.5917129287841838,1,1,0,0,7.7474037811701795,14.970093191009534,-32.189760624860256,58.34356385809275,56.55861001938152
0.3832035936949884,1.0,1.0,0.0,0.0,0.8127940984037325,0.0,0.5873778912100773,1,1,0,1,9.281513378496314,34.817983527613485,-8.436520484255055,148.9555835400633,32.983974965082865
0.4115983512503217,1.0,0.0,0.0,0.0,0.8231386761865973,1.0,0.6840636426802514,0,1,1,1,85.89266062749905,10.527094983493969,37.811214926348896,60.93186704701301,65.93312373930425
0.425223778404476,0.0,0.0,0.0,0.0,0.817076383157608,1.0,0.5440177562958805,1,1,0,1,11.50428505321596,35.48449126217069,135.5647240540372,90.24143715070714,161.72132044532356
0.4308579337999263,1.0,0.0,0.0,0.0,0.7832827799651816,0.0,0.6808503789186976,0,1,1,0,132.85220774551144,69.08663028494506,81.81709116669057,84.1139534611494,96.1417290595345
0.6088103473064692,0.0,0.0,0.0,0.0,0.781695317044959,0.0,0.5619287481892141,1,0,0,1,9.264618698504286,3.8045092649338415,-145.6037789915459,59.58064016621072,62.44671751650968
0.406170012196632,0.0,1.0,0.0,0.0,0.7989446634998167,0.0,0.4704835754180161,0,1,0,0,163.20134462352192,126.7539319501992,70.77924592782219,159.95995148331608,93.32320159411248
0.4288531510745836,0.0,1.0,0.0,0.0,0.7741523797963321,0.0,0.8197060404826497,0,1,1,0,25.8390792904828,188.6612736188913,45.561333701231234,39.98626417190192,102.94468750999356
0.5440898670107523,1.0,0.0,0.0,0.0,0.7992429364697884,0.0,0.733477773100315,0,1,1,0,116.4030238114574,98.92525607261462,43.96905722099174,-65.33556431128952,148.16821186935755
0.4610225379859389,1.0,0.0,0.0,0.0,0.799899529511872,0.0,0.5922065128349902,0,1,0,0,126.18283900859797,127.7687661785623,47.59579014463519,33.50789109804232,163.2811599340173
0.7021522418861752,0.0,1.0,0.0,0.0,0.7744439309402695,1.0,0.6431098924156876,0,1,1,0,26.00473902747601,82.3534626338438,25.985652244377803,65.11705838244593,55.255668017924194
0.4833011471344609,1.0,0.0,0.0,0.0,0.8368707602014125,0.0,0.4948702451033328,0,1,1,1,74.53777113632894,-42.10956225105366,36.60368365434815,60.42865305156478,41.17054216805503
0.4580628028524777,1.0,0.0,0.0,0.0,0.7641913800767919,1.0,0.6160856838218075,1,1,1,0,11.33660978081906,0.4712106458626977,47.98065451303901,-70.21879785742405,7.216363768673013
0.4979003714850134,0.0,1.0,0.0,0.0,0.8267977462895639,1.0,0.6399866880972149,1,1,0,0,12.842048588394778,47.59394458796639,10.075437689393526,127.22690288088808,67.30905116885441
0.4083398535799959,0.0,0.0,0.0,0.0,0.7755963443487575,1.0,0.4628069136683604,0,1,1,0,133.86806450292926,44.80875095618151,39.87100521750901,-51.937266096620746,104.37352854193686
0.5136935375391477,0.0,0.0,0.0,0.0,0.7607657794340142,0.0,0.5646421298336511,0,1,1,1,127.63744615414596,-15.361815774748337,42.20940941960188,60.875513848463726,-74.89599678836547
0.6322483261577393,1.0,1.0,0.0,0.0,0.7877511267679579,0.0,0.4748667358366114,0,1,1,1,112.10651702156248,127.89125065021422,38.30524127361382,0.8766752707994954,98.67882160661864
0.5726271164788059,1.0,1.0,0.0,0.0,0.8011261312658986,1.0,0.5131009769199623,1,1,1,1,14.398576251099296,7.29539559818318,-19.63799712608314,-54.274725312398544,-46.72594174397767
0.5079767916214769,0.0,0.0,0.0,0.0,0.7977349255121295,1.0,0.5915503102261597,1,1,1,0,3.43086390541726,17.63193931320522,-37.68405638994531,2.4747018892347903,19.52515543216277
0.5089800189703343,1.0,1.0,0.0,0.0,0.7972973781704996,0.0,0.4496883894833773,0,1,1,0,95.25277269654072,112.48146761139552,46.25001621076594,39.77522791686128,-7.756357515094749
0.5194693623828124,0.0,1.0,0.0,0.0,0.7884167319458605,1.0,0.5973665415857276,1,0,0,1,2.605594834767575,14.1557756075901,-44.505052773167954,148.04572121350486,-20.146437677585865
0.6070883438267881,0.0,1.0,0.0,0.0,0.8330888423447014,0.0,0.5238055667088618,0,1,1,0,116.82524903133228,41.46459645775702,35.95312955226271,66.797560560916,23.60411408655557
0.5333809462316464,1.0,0.0,0.0,0.0,0.8159007286002715,0.0,0.5153083372597229,0,1,1,0,92.35218860073968,119.56056872191718,47.5622641782846,142.40856953037022,95.28372292719858
0.4410752063749133,0.0,0.0,0.0,0.0,0.8176942296053002,0.0,0.2659687206335911,1,1,1,0,14.11991495915153,21.271002649781657,96.11244289471756,-39.47899857096451,-84.12092258790369
0.492209899383881,0.0,1.0,0.0,0.0,0.8305603665805423,0.0,0.4864857356760888,0,1,1,0,91.79371799989366,-36.8853857553581,25.707701809818737,-145.69653558292077,34.12964526705442
0.486845674581746,1.0,1.0,0.0,0.0,0.796404391877875,0.0,0.7333117292530668,0,1,1,0,153.06397812882187,89.65203476829701,40.11696013638958,121.08878459776096,163.68598960830755
0.5126735989462825,1.0,0.0,0.0,0.0,0.817094488947169,1.0,0.5915658879413513,0,1,1,0,120.19633302017478,35.323774093399834,34.5923463231148,116.556685664895,89.64437178183626
0.709000450483579,0.0,1.0,0.0,0.0,0.7781691464841052,0.0,0.6263058040974986,1,0,0,1,6.302974197397077,-12.324038682862351,93.92277718573328,-29.6166254783109,25.386716672295982
0.3749862080429084,1.0,0.0,0.0,0.0,0.7604138434921207,0.0,0.6225597861283168,1,1,0,0,-2.807322324603952,22.18556526873404,-49.66110911728087,139.72535954061317,0.6197230025484828
0.5263863992903968,1.0,0.0,0.0,0.0,0.8425114468878185,0.0,0.4382974924455234,0,1,1,0,95.2279758443316,78.4949380334729,42.97315275517906,57.84653320606071,160.71925173586595
0.4743839666078583,1.0,1.0,0.0,0.0,0.7498526235991644,0.0,0.4991108595818284,0,1,1,1,177.60084358845484,101.6442809065438,45.26604719616982,103.03927636459164,85.29621781043255
0.373020787729503,0.0,1.0,0.0,0.0,0.8237500696199977,1.0,0.5165125450876631,0,1,1,0,138.00214137488177,61.27855930842411,38.56367494632787,47.3566291517037,12.243306907979104
0.3936263242244935,0.0,1.0,0.0,0.0,0.796487545762754,0.0,0.6704674499019377,0,1,1,1,128.839399828502,149.17995714569997,39.78082605756808,-16.261778789905556,191.91476159418025
