Length of Username,Is Professional Account,Country Block_1,Country Block_2,Number of Followers,Number of Posts,Percentage of Following,Is Business Account,Class,Sex,Is Joined Recently,Is Verified,Is Private,Number of Mutual Followers,Length of Biography,Number of Video Posts,Mean Post Likes
0.4277483187774896,1.0,0.0,0.0,0.4376215024503579,0.6486103720433924,0.8268586389477386,1.0,0,1,0,1,0,156.06248158207978,91.1487193350087,44.65443295672928,112.32459626672238
0.406170012196632,1.0,0.0,0.0,0.4288785554042664,0.5291590366245555,0.7989446634998167,0.0,0,0,0,0,1,-36.89542147869507,41.76154334401542,7.537104636584246,25.99846310576212
0.3923119721929158,0.0,0.0,0.0,0.2904853534545809,0.5513241145463584,0.8120642242999733,0.0,1,1,0,0,1,44.92829103555035,89.17057669114931,66.02155246047353,121.10582756132928
0.4461278178246141,0.0,0.0,0.0,0.316607790926928,0.5411107484048556,0.7692452565694825,1.0,0,1,0,0,1,62.58912956453462,11.19102676036152,42.303613989509,173.12619060701942
0.5454044155393354,0.0,0.0,0.0,0.355359248847084,0.5683480726154466,0.7794158881773114,1.0,0,1,0,0,1,-1.5824818947978585,-58.46859802587052,61.71058347419815,5.623246334954239
0.5202883132980143,1.0,0.0,0.0,0.2029176108503694,0.6226589942800249,0.8164799053218882,0.0,1,1,0,1,1,44.58702105397814,95.90120162817765,134.29181581873,-76.07103580594239
0.5936491970284322,0.0,0.0,0.0,0.4382223087599745,0.6537520568346118,0.7959040105322299,1.0,0,1,0,0,0,60.15300753516395,76.69258672961314,67.46117212976989,-9.937562020909784
0.384075768677351,0.0,0.0,0.0,0.4417242816835582,0.6695288385824856,0.7886461595036793,1.0,1,1,0,1,1,44.25421748925513,14.394316180996007,69.94462468392858,-28.71467050330085
0.5563075936215125,0.0,0.0,0.0,0.2680945952085174,0.6573931863171653,0.7618448741441711,0.0,0,1,1,1,1,82.3143713323216,-13.215395802292964,51.76639451719309,77.46517901373895
0.3951737929221963,0.0,0.0,0.0,0.339761557670815,0.644557594220762,0.723682483374276,1.0,1,1,0,0,1,44.47058501531533,13.916280069270975,157.89544425558898,151.9104043117552
0.5827355225297086,0.0,0.0,0.0,0.3798207870449083,0.6070764482912957,0.8093179124660801,1.0,0,0,0,1,0,74.682954092175,4.253526341598475,15.64216492124271,-25.30154107921813
