Length of Username,Country Block_2,Number of Followers,Number of Posts,Number of Mutual Followers,Mean Post Likes,Percentage of Following,Is Business Account,Class,Sex,Is Joined Recently,Is Verified,Is Private,Country Block_1,Is Professional Account,Length of Biography,Number of Video Posts
0.6670764842532078,0.0,0.3112603266147592,0.5433941778898853,0.3878182179937519,0.5332537622791422,0.785764634950682,1.0,1,0,0,1,0,1,1,47.04373675118647,70.13736726561122
0.4846028475169509,0.0,0.4345073358250213,0.6094357264576524,0.422146123176677,0.5898990492087145,0.7592654468690652,0.0,1,0,1,1,0,1,1,56.84485362662184,75.24705928721772
0.4682823249535869,0.0,0.3221034936986288,0.5245459153597596,0.4892076804883775,0.5412403061969794,0.775250568349277,0.0,0,1,0,1,1,1,1,32.70146032645945,1.5369374228767043
0.4473964156437731,0.0,0.1690269456759867,0.5261437354693789,0.3652250572789932,0.553377018140211,0.8448657094004979,0.0,0,1,1,1,0,1,1,37.09882767448438,21.36217476959948
0.4404040868422787,0.0,0.433203877122838,0.7246203098121956,0.5027535173317617,0.5946174913968529,0.7594865320950441,0.0,0,1,0,1,0,0,0,35.527053604922415,-15.642619316173125
0.5404658922909295,0.0,0.3430663527724994,0.7216617339480726,0.3663131579397465,0.4801129755136267,0.7947575239351435,0.0,0,1,0,1,0,1,0,38.36405870620043,66.71107140292348
0.4979003714850134,0.0,0.1925772821219519,0.5379615750158895,0.4224265813990618,0.5368892932439814,0.8267977462895639,1.0,1,1,1,1,0,1,1,43.57640730523539,61.62070110028256
0.4191739371355761,0.0,0.068747290162391,0.6475560875349172,0.5091555183571571,0.6265567958086966,0.7981222360091144,0.0,0,1,0,1,1,1,1,36.52450690928143,142.47416159135005
0.4354132609046584,0.0,0.3627975106725393,0.6832309847981481,0.5130149281644708,0.5988559108433842,0.7952728065835616,1.0,0,1,1,1,1,1,1,38.311290450995614,92.20958548310142
0.3959619523924482,0.0,0.399404376123626,0.5360361006460973,0.4869043069713031,0.6751010408055593,0.8187952804672847,0.0,1,1,1,0,0,1,0,42.55845205393859,104.47329067429936
0.3982429568929131,0.0,0.3896835370099223,0.5230546461621411,0.3847796449282007,0.4282323672280408,0.7606933762771712,0.0,0,1,0,1,1,1,0,41.97816468623068,-1.6385213394197322
0.4953988341475335,0.0,0.4506756905075323,0.5730314230702956,0.4224229134597332,0.5529172911254722,0.800361135670919,0.0,0,1,0,1,0,1,1,34.99018580923659,-22.436944187198726
0.5418977532807799,0.0,0.2679322265372382,0.6554255497264859,0.5340986500102134,0.5372401375404783,0.8078155596649726,1.0,0,0,0,1,0,0,1,37.4872334786779,49.61241590192277
0.4326081313093254,0.0,0.2817115908684112,0.5667901106751443,0.3129077921877139,0.4474877945568177,0.7997324981894203,0.0,1,0,0,1,1,1,0,32.74947724505237,96.7015307663847
0.3898488848719117,0.0,0.4329074241394051,0.7028138898716084,0.4874404269495387,0.4927824628284254,0.8170330852933247,0.0,1,0,1,1,1,1,1,39.92014550578069,71.83218594226952
0.6335193549794452,0.0,0.318335105717922,0.6080018655809559,0.3678041456304258,0.486847386870249,0.7962424595541555,1.0,1,1,1,0,0,1,1,44.38177173519519,83.26464235039576
0.3896713239691965,0.0,0.3031819812735153,0.5905529354751281,0.4847641428499211,0.5498806616084958,0.7716835638770358,0.0,0,1,0,1,0,1,0,41.566321585601735,-19.95617470580316
0.5369095437232118,0.0,0.3284383788034279,0.7336636226755506,0.46576659925836,0.5473490992136085,0.8139894193531616,1.0,0,1,0,1,1,1,1,38.27626917580868,43.80879467770867
0.4305494895010194,0.0,0.4362669127918798,0.624043863299735,0.5219922360201312,0.5837595057334968,0.7772190589242504,1.0,1,1,1,1,0,1,1,16.13828006322517,57.82582508029165
0.3951737929221963,0.0,0.339761557670815,0.644557594220762,0.5070261781193298,0.5128365956420764,0.723682483374276,1.0,1,0,0,1,0,1,1,44.98631064805106,78.51546142958935
0.5330553317827424,0.0,0.3739237517934037,0.5237516428770428,0.2813154036230306,0.5774358713340964,0.7580424120985125,0.0,1,0,1,1,1,1,1,45.765972743532885,89.38342431857973
0.4291947396392898,0.0,0.2173842334356882,0.554219185693459,0.5218255511326417,0.5117711058019453,0.8144652707547353,0.0,0,1,0,0,0,1,1,39.73209926418396,-1.8231349558012293
0.428298025875058,0.0,0.3653376427902304,0.5752481973597864,0.5210904245559606,0.768969762442627,0.8125392526924715,0.0,0,1,0,1,0,1,0,38.09712266051941,26.471099174822108
0.4079527994962859,0.0,0.3461372416010099,0.5608142204163292,0.3758790028066822,0.4586112045079889,0.8322380033174395,0.0,0,1,0,1,0,1,0,37.118706441411646,-10.14844940028319
0.6207370004730963,0.0,0.4457218524980578,0.8236923749710556,0.4333612641092264,0.5875372362145628,0.7627693157679749,0.0,1,1,1,1,1,1,1,57.74602824651782,62.06042644252943
0.4917224598419163,0.0,0.4481539786394667,0.62877609218799,0.5370011979598267,0.5276793693082644,0.8391775274940275,0.0,1,1,1,1,0,1,1,27.98205409709336,61.4804559460367
0.4496183274030707,0.0,0.4521321345023471,0.702619281914799,0.5301673504675323,0.5547351889242678,0.7990109364657223,0.0,0,1,1,1,0,0,1,40.33947688179204,37.53939389044162
0.4722774752365962,0.0,0.3901978940221122,0.625889334969234,0.5214009810516516,0.6222362128434817,0.7817544783419355,1.0,0,1,0,1,1,1,0,39.70817330674281,49.92342545138844
0.498899840966906,0.0,0.4020717239247473,0.632511099912113,0.4759957421436833,0.5177349180018217,0.7727689479193443,1.0,1,0,1,0,0,1,1,13.368312382359129,94.52872631216373
