Length of Username,Is Professional Account,Country Block_1,Country Block_2,Number of Posts,Percentage of Following,Is Business Account,Number of Video Posts,Class,Sex,Is Joined Recently,Is Verified,Is Private,Number of Mutual Followers,Length of Biography,Number of Followers,Mean Post Likes
0.3694600070523097,0.0,0.0,0.0,0.6857941862506194,0.805681956456809,1.0,0.5095512878350923,0,1,1,0,1,89.1636145573964,14.154543854010896,309.7388275179596,26.11470548211149
0.5803072320109919,0.0,0.0,0.0,0.607806385385429,0.8449166762043104,0.0,0.5789601279556053,0,1,0,1,1,108.80694006648773,236.5616312433451,103.03240926637052,-28.456610934332367
0.4444663978318268,0.0,0.0,0.0,0.589674446205177,0.8731870965843234,1.0,0.4899797001644363,1,1,1,0,1,60.05716795170903,18.5061294334227,27.24964877938464,9.276959652135732
0.535756366646742,0.0,0.0,0.0,0.5766973905095911,0.83900102381499,0.0,0.5876454914809534,0,1,1,0,1,48.409720089321965,34.15672697547807,107.7508606404786,-58.66989985845476
0.5346945311244969,0.0,0.0,0.0,0.6118062629188754,0.8592383956753182,0.0,0.5717982209749719,1,0,1,0,1,70.64537524920821,1.0715348636916673,27.993061801272013,12.422497272109965
0.5016380984689405,0.0,0.0,0.0,0.6039703699648805,0.8215984648705797,1.0,0.6066342184399884,1,1,0,1,1,55.83012054125166,9.014434738641498,23.06196174051985,-5.784171424747101
0.5840323703334585,0.0,0.0,0.0,0.5249372501861821,0.8056973758433346,0.0,0.6449188948345493,0,1,0,1,1,115.56657294470112,159.94575056118387,47.51881292549261,-25.85186448291879
0.6846875295944432,0.0,0.0,0.0,0.5908616985023982,0.7369903103593738,1.0,0.4854040219874193,0,1,1,0,1,152.4129255009792,85.06520180180543,69.2351574824443,9.210742606801585
0.614723646289431,0.0,0.0,0.0,0.6587547120991697,0.7890864204903668,0.0,0.5760069987394337,0,1,1,0,1,52.03654474772371,30.499968640894373,82.96445120235987,-44.7638356877648
0.4528330913479712,0.0,0.0,0.0,0.5340482170987154,0.7851700177348465,0.0,0.5733971694083673,1,0,1,0,1,64.50780883167636,189.4609224462938,24.415395153114005,-24.813073914133795
0.496921435900345,0.0,0.0,0.0,0.5750419064154233,0.7704541227767512,1.0,0.6226983357123544,1,1,1,0,1,76.19611389834341,226.61205426905863,30.33715781982864,-10.172946827380084
0.570739901704289,1.0,0.0,0.0,0.5285819618295492,0.8118001326962484,0.0,0.600163837150355,1,0,1,0,0,67.40167756613906,202.6344755230869,29.38575953434044,-6.477788334893408
0.4147595548755947,0.0,0.0,0.0,0.5447543573475314,0.8025306283360093,0.0,0.4190080003346706,1,0,1,0,1,56.528821322531485,166.81029786260703,26.844250535786493,24.007268169574253
0.6218649918032584,0.0,0.0,0.0,0.6142761076688895,0.7298945540252485,0.0,0.6433174795707775,0,1,1,0,0,108.87866268706036,43.35044144898013,-1.9967467705733384,6.574872401801668
0.4260975303020538,1.0,0.0,0.0,0.67307473704468,0.7857904671234903,1.0,0.6022185334191489,1,0,1,0,1,63.045755545994815,-38.13519506787574,27.133970656836333,13.754987608699825
0.4350990368362617,1.0,0.0,0.0,0.5692683605219546,0.7403433750932276,1.0,0.6046269656766247,1,0,1,0,1,54.707197478211086,47.751745939642994,27.434062723720743,-14.461716841758143
0.4523479912426237,1.0,0.0,0.0,0.6037464797734402,0.7743625011956462,0.0,0.5160164972520916,0,1,1,0,1,109.88979199854217,123.06595590490672,2.711944063898798,-83.91051941188937
0.483569748892511,0.0,0.0,0.0,0.5791958168185666,0.7722857255717265,0.0,0.5705485638124048,0,1,1,1,1,-15.944281809457706,56.21172802815233,145.5439307446554,-27.39478926210982
0.512615424309926,0.0,0.0,0.0,0.5400436169176094,0.794280498166732,1.0,0.5861419879114013,1,0,1,0,1,52.30514146349201,98.8312819089421,26.69498104955993,57.72677811095949
0.4506415815018392,0.0,0.0,0.0,0.5694963817939475,0.7986217366897829,0.0,0.5254690462533981,1,0,1,0,1,53.18063227363926,43.8792734176543,27.39070087106216,-11.962915490409724
0.59469668990982,0.0,0.0,0.0,0.6978169364623406,0.7832617741955694,1.0,0.672998837752526,1,0,1,0,1,62.55314947006826,63.80084533848152,25.052195226067614,-4.559778114297188
0.6524160518461714,0.0,0.0,0.0,0.5387995825315763,0.8345556473678695,0.0,0.5306608717593069,0,1,1,1,1,54.64157709005954,68.11153650534739,-176.35505341312304,1.0827242540247592
0.6812076217388983,1.0,0.0,0.0,0.5396285191860217,0.8012813974128067,0.0,0.6250930499358984,1,0,0,0,1,59.10144213817237,121.08961661651236,26.999148923011106,-8.754130616624602
