Sex,Country Block_2,Number of Followers,Is Joined Recently,Is Private,Is Verified,Number of Posts,Number of Mutual Followers,Mean Post Likes,Percentage of Following,Is Business Account,Length of Biography,Class,Is Professional Account,Country Block_1,Number of Video Posts,Length of Username
0.0,0.0,0.2932439848262932,1.0,0.0,0.0,0.6654967805897123,0.4852473480477434,0.6372577112226427,0.8330888423447014,0.0,0.3169002915087887,0,1,0,28.36681070182797,10.950303577769954
0.0,0.0,0.4387106689084274,1.0,0.0,0.0,0.5511673406400389,0.5430814258006826,0.5340510087849799,0.835902871250684,1.0,0.2661965327663276,0,0,1,51.11297973027294,46.35840551721262
1.0,0.0,0.4070853832507111,1.0,0.0,0.0,0.7932753354781231,0.5259680693473262,0.5875958163523075,0.8132521709681303,1.0,0.3019659648792054,1,1,0,82.2443808158807,47.64725320855932
1.0,0.0,0.3665954908750992,1.0,0.0,0.0,0.6480643201591639,0.426469120508224,0.5208401814800818,0.8554989157779401,1.0,0.2762860407332358,1,1,0,33.85786230334807,37.5638120692631
1.0,0.0,0.2912291865226404,1.0,0.0,0.0,0.5939140116926648,0.5398278912565821,0.581485203955301,0.8702869376935161,0.0,0.343622347324432,0,0,1,-19.078022776926243,22.434706030787893
0.0,0.0,0.3800013110694065,1.0,0.0,0.0,0.6332421604980099,0.4819333361433018,0.5760160596841567,0.8238583985800797,0.0,0.261287245178859,0,0,1,3.611027031949291,49.447885077286585
1.0,0.0,0.3969464861452634,0.0,0.0,0.0,0.5349516496006836,0.5392541371851158,0.4736283912244269,0.7287966834674376,1.0,0.4409554421950613,1,1,0,9.638243610092571,75.34337537337548
1.0,0.0,0.4214497568331972,1.0,0.0,0.0,0.5785888556347111,0.5391654338680768,0.4944607931548233,0.794684448261735,1.0,0.2907102112727849,0,0,0,-6.824465715985099,4.5736170824371705
0.0,0.0,0.3967736226329391,1.0,1.0,0.0,0.7030926997393351,0.3551128816753317,0.5243905207969458,0.8209026132288662,0.0,0.3886210201316751,0,1,0,15.943562074099525,34.16377735510601
1.0,0.0,0.3852794583715006,1.0,0.0,0.0,0.5510367266537128,0.5359845608541823,0.5366387367437865,0.8274609601408298,0.0,0.2683874586434863,0,1,0,-18.446287523707305,26.48703214324973
0.0,0.0,0.3982307773273028,1.0,0.0,0.0,0.6660319262176783,0.4142583329799504,0.4917866151705218,0.7744439309402695,1.0,0.5314186992626139,0,0,1,-18.17327183848417,18.268003794710843
0.0,0.0,0.2598550505575264,1.0,0.0,0.0,0.5398881861928986,0.4769249898071436,0.5244916086703606,0.7751474626550864,0.0,0.2950183105189696,0,0,1,41.24065589457061,-3.343442440958377
1.0,0.0,0.3930209449270747,0.0,0.0,0.0,0.5491620236287696,0.3812858582150104,0.5986624806335046,0.8116456372650112,1.0,0.6427602591765674,1,0,0,8.043722084773783,89.91803852410827
1.0,0.0,0.2959046157884785,1.0,1.0,0.0,0.5906355534864663,0.4565702542599761,0.5157104710988814,0.8114262896941612,0.0,0.4036790257361142,0,0,1,25.289395199601763,73.02968940330021
1.0,0.0,0.3421176115239169,0.0,0.0,0.0,0.6168706824273361,0.4188574603468462,0.5285498838351917,0.758516886899596,0.0,0.4019921168364081,0,1,0,-60.08110125315622,45.6056134606864
1.0,0.0,0.3731261459759604,1.0,1.0,0.0,0.6350122505550148,0.5481931467841378,0.4645773255344966,0.8285581349466755,1.0,0.2709669425869112,0,0,1,71.48217192405221,23.590748037990785
1.0,0.0,0.3224671618595431,1.0,0.0,0.0,0.621512897235279,0.5398256530003723,0.7292210562458106,0.7892462824922972,1.0,0.2550855490105554,0,1,0,67.05586244995214,74.8427362562778
1.0,0.0,0.4173782295061854,0.0,0.0,0.0,0.5580050284574962,0.4173151500333822,0.7309158043725772,0.8096369793993079,1.0,0.5395183748711958,0,0,0,49.63850804880791,35.27721889625689
0.0,0.0,0.431234573437642,1.0,0.0,0.0,0.5631341424270331,0.4864063348324436,0.6285830185007054,0.8051446746519064,0.0,0.2967234166030308,0,1,1,24.78827688552937,10.138238609875843
