Length of Username,Sex,Is Professional Account,Country Block_1,Country Block_2,Number of Followers,Is Joined Recently,Is Verified,Number of Posts,Percentage of Following,Is Business Account,Number of Video Posts,Class,Is Private,Mean Post Likes,Length of Biography,Number of Mutual Followers
0.3992192115568326,0.0,1.0,0.0,0.0,0.3858205293397938,0.0,0.0,0.8196330279232735,0.7335585852928062,0.0,0.554898406883724,0,0,92.97992604748296,24.47025201402472,73.66548633241831
0.4239014762139483,0.0,0.0,0.0,0.0,0.3864028338215898,1.0,0.0,0.6430898824054081,0.7372400801440031,1.0,0.5922839428854131,0,1,88.09549396956547,21.18938981351199,107.04049972547467
0.6133793261120757,1.0,1.0,0.0,0.0,0.3590771045753491,1.0,0.0,0.5696805281822034,0.7430945559590951,1.0,0.5315193208666286,0,0,93.59183966856914,42.93301969750449,210.935819590731
0.6444443224354978,1.0,0.0,0.0,0.0,0.4044918747755947,1.0,0.0,0.6482759727438565,0.8512545512361541,0.0,0.4402078622700472,1,0,49.841611111113394,19.73180404602738,173.37627156278748
0.420500056984362,0.0,1.0,0.0,0.0,0.2993125838947048,0.0,0.0,0.5890515691282989,0.7800147056631583,1.0,0.6584900298330595,1,0,112.253607295607,-3.5193049479476173,41.18426466484532
0.7538271148643584,1.0,0.0,0.0,0.0,0.4442409457056504,1.0,0.0,0.5213365750705535,0.8265583126630848,0.0,0.5854490412071495,1,0,-11.947977255961334,-4.16985565528595,58.90830754164359
0.4925002355337659,0.0,1.0,0.0,0.0,0.4542471089746732,0.0,0.0,0.6659912685250569,0.8028923773545095,0.0,0.5337045577401254,1,0,58.4880662908085,5.867759772541692,-9.653875874385708
0.4440008161670894,1.0,0.0,0.0,0.0,0.415318227631528,1.0,0.0,0.587753953537419,0.770007742009115,0.0,0.667411346133265,0,1,89.28582632879534,-7.771585063868844,193.59494504853689
0.6458498116393938,0.0,0.0,0.0,0.0,0.2039118822417595,1.0,0.0,0.5795388553986267,0.7719816095784053,1.0,0.4995289029751402,0,1,88.11132522902116,-2.2389084797203047,37.48810617331423
0.5604502825073435,1.0,0.0,0.0,0.0,0.4022594607771459,1.0,0.0,0.658183293176239,0.8213298199470558,0.0,0.7141961223884438,1,1,-58.31211539491774,13.599555239991805,-37.268194408628304
0.4584618757818966,0.0,0.0,0.0,0.0,0.2576515050764862,1.0,0.0,0.5586899310767416,0.8543088474445023,0.0,0.6143395787527948,1,1,-69.46975519420386,30.37485715150033,-90.87608338088548
0.4194844449954322,0.0,0.0,0.0,0.0,0.3413718569582283,1.0,0.0,0.5388055375789919,0.7692638911963345,0.0,0.4814641412860422,0,1,90.59972411618764,62.2622436058849,159.53892878852778
0.5442535672414668,0.0,1.0,0.0,0.0,0.3989514793306216,1.0,0.0,0.6207500575015156,0.7738217991862948,1.0,0.7277737817599317,1,0,-63.05445916572705,48.87523155139682,54.02996959754995
0.4552302395866998,1.0,0.0,0.0,0.0,0.2770023972034446,0.0,0.0,0.5870382128415511,0.8066494750487658,1.0,0.6561872320665454,1,1,139.0008879088839,26.53395514699069,37.909717700319945
0.4842994323229868,1.0,0.0,0.0,0.0,0.3474648575865495,1.0,0.0,0.6320518289818099,0.7953426855999001,0.0,0.6639238214738706,0,1,83.65587511902682,-35.01547569244701,155.5620991352862
0.4410752063749133,0.0,0.0,0.0,0.0,0.4393664947758817,1.0,0.0,0.7355337394508904,0.8176942296053002,0.0,0.2659687206335911,1,1,98.98148865541935,24.40895581439294,-15.48190869405203
0.5221210942143005,0.0,0.0,0.0,0.0,0.3309004059256519,1.0,0.0,0.5367282433624635,0.7842403344528739,0.0,0.6128928315046908,0,1,89.87497853537452,29.35657225978008,99.52881994723695
0.4641800566435691,1.0,0.0,0.0,0.0,0.2631164934163289,1.0,0.0,0.5607428624173039,0.8238756004770079,1.0,0.6285931623001644,1,1,93.62168654279304,34.105641861440645,5.233276357223637
0.953919152553035,1.0,0.0,0.0,0.0,0.4124242854056287,1.0,0.0,0.677934531966146,0.7695173074961956,0.0,0.608558606954785,1,0,-46.98958066706038,18.94551738656251,126.45543191668176
0.6846875295944432,0.0,0.0,0.0,0.0,0.4335604271592764,1.0,0.0,0.5908616985023982,0.7369903103593738,1.0,0.4854040219874193,0,0,89.1024414207294,-4.471474971184208,56.1221185202308
0.4839565633360026,1.0,0.0,0.0,0.0,0.4252655962339743,0.0,0.0,0.6214221489830698,0.8591409387044667,0.0,0.5925519145568017,1,0,-52.4312138811224,-6.218095293389112,90.3951981256704
0.44375159172706,1.0,0.0,0.0,0.0,0.4291683106306379,1.0,0.0,0.5419325792462559,0.8048066601192887,0.0,0.5838703873398761,1,1,57.9004570161634,50.13277912268578,-13.7126097353322
0.4642500615694181,0.0,1.0,0.0,0.0,0.2938289811838423,1.0,0.0,0.526841503492124,0.7255003929394407,1.0,0.5547401304549102,0,1,89.70052192089666,6.901735080821302,65.12316683981187
0.4389097367011699,1.0,0.0,0.0,0.0,0.4492063508228192,0.0,0.0,0.5462140584062675,0.7537992427392877,0.0,0.5250183597555906,1,0,134.88820003307382,69.11643383366331,-86.25415825707606
0.5394318170563387,1.0,0.0,0.0,0.0,0.4370504155622446,0.0,0.0,0.6342968790989846,0.7201100857060556,0.0,0.7865271795824162,1,1,82.52096471308421,-8.223807702568795,-9.300556625631096
