Length of Username,Sex,Is Professional Account,Country Block_1,Country Block_2,Is Joined Recently,Is Private,Is Verified,Percentage of Following,Is Business Account,Number of Video Posts,Length of Biography,Class,Number of Followers,Mean Post Likes,Number of Posts,Number of Mutual Followers
0.524873153781834,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7737911882056097,0.0,0.6183747609131944,0.4675892484866885,0,46.75127185390926,77.9275974928783,49.93504250540494,90.97700998032724
0.416930758243466,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7046390261265094,1.0,0.4327350059556034,0.3199077615290122,0,151.27385360243653,89.1736630721643,111.2523682773514,56.15753053916868
0.3822264211930141,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7331885573604535,1.0,0.6349206503522503,0.3517462028582879,0,254.19947403809047,109.96422509803004,-19.22580545453896,43.8768707504998
0.5156772550884927,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.784688262313735,1.0,0.5790278397460779,0.5177561106002161,1,-49.1809796610261,55.62359769871748,61.767981797011984,15.8201512872089
0.4797830001522812,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7324194537408428,0.0,0.5206097535108716,0.3685776411258651,1,116.9401384615043,46.35481405247138,197.96081713188804,20.336853654677352
0.522348573656505,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7974717071147772,0.0,0.6435822741106273,0.3228530807846387,0,94.66284294574912,95.198295249529,70.34821417133892,47.25095599961859
0.7054432341718118,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7701126515312159,0.0,0.5356364497788503,0.4282510373960235,0,184.9554370465296,110.30010037546556,112.61796281062088,62.99480538881669
0.671888481413485,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7673125701583347,0.0,0.5666830075112053,0.4018346293334643,0,-15.946935361831905,97.31105480946349,81.73684490672116,35.832957624696654
0.496921435900345,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7704541227767512,1.0,0.6226983357123544,0.5151106496185645,1,-10.976373248442654,116.9561559693743,137.20163266239345,18.80753615193235
0.6117422473716371,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8124390054110167,1.0,0.5423890873508875,0.2717231491490414,0,76.98916088165296,51.291196248205935,96.9445071051889,65.5921087260115
0.443844382369713,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8090912225200362,0.0,0.6291414284707446,0.5579574610924596,1,-31.08509994847961,-13.282615781826372,20.19057565299676,16.284469744497677
0.5940870079867027,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8096634919940853,0.0,0.5818538707141684,0.5767107971341704,0,175.22646771300924,112.30094158213446,89.79890098922857,64.11502651798548
