Country Block_2,Number of Posts,Percentage of Following,Is Business Account,Class,Country Block_1,Is Professional Account,Sex,Is Joined Recently,Is Verified,Is Private,Length of Username,Number of Video Posts,Length of Biography,Mean Post Likes,Number of Mutual Followers,Number of Followers
0.0,0.5268791711057226,0.8189444938687243,1.0,1,0,1,0,1,1,1,83.88438004715637,10.517786429815452,76.21023082385078,63.2635000333388,83.42176374369082,32.17699120141808
0.0,0.6713112052135093,0.7811131862901356,0.0,1,1,1,0,1,1,1,79.98663882249822,-101.57016698254655,30.06383205467252,70.53876471344267,29.679559260912164,10.195945240028898
0.0,0.5528248099637918,0.7800697564560443,0.0,0,1,0,0,1,0,1,123.53909890396277,-31.5349058619536,106.10652271675504,22.37075021054237,33.12048778413558,32.08922952302886
0.0,0.5802786757802146,0.8452501774962733,0.0,0,1,0,0,1,0,0,-225.5432681771926,-66.7675782905864,114.69838093106898,29.307343547085846,3.597238726791185,41.82280588867354
0.0,0.6725432858948264,0.7847746281948282,0.0,0,1,0,0,1,0,0,-23.4325718938451,42.41110705335207,105.06723521913818,24.811504424140384,-20.55998131317324,19.786894304082686
0.0,0.5387995825315763,0.8345556473678695,0.0,0,1,0,0,1,1,1,121.30480859483252,-95.1627824221964,92.1047996752214,32.95264657679107,-33.544579599862345,45.95030805374261
0.0,0.6949417223423391,0.8386023029647218,0.0,0,1,0,0,0,1,0,93.88916471560566,-91.2328467323236,102.19145724959648,35.61547164775743,20.622767097040327,54.64559727218878
0.0,0.701380238633321,0.7276005887965353,1.0,1,0,1,0,1,1,1,93.5129988397708,88.30278823099152,-104.69668726102891,68.93521675303182,27.846655048884674,102.99855050285235
0.0,0.5430163186095098,0.7601869855110838,0.0,0,0,0,0,0,1,1,-5.081698579005558,45.9835417527571,106.74454149753348,28.906803329104363,-22.12502006256832,-1.6181250803198566
0.0,0.5858437806710046,0.8281893424470107,1.0,0,1,0,0,1,1,1,-197.70676902707245,19.602717761966627,99.50004424724472,24.60720436197681,-2.1756831112293487,15.617452841477458
0.0,0.6033369818047472,0.799899529511872,0.0,0,1,0,0,1,0,1,111.4727721736827,-54.44895167701665,118.27205406541788,23.75790737695112,18.763378096266447,18.75729085711896
0.0,0.5423714721452472,0.8238841315437286,0.0,1,1,0,1,1,0,1,73.88724433545529,25.820623455329404,75.02022219608634,75.8912613841658,47.32911811730544,-127.32820574396078
0.0,0.7575453777551631,0.8488750820417525,1.0,1,0,1,0,1,0,1,77.49142909462434,167.64930627926543,18.34954847187561,27.83896698155925,48.85754994895995,42.58782522351576
0.0,0.5285659399217486,0.7976553921999981,1.0,0,1,0,0,1,1,1,43.191853898309226,164.150197162444,103.20275541456289,28.93838407017567,47.39271334648137,58.54769014348392
0.0,0.5525973901474329,0.7671836196769835,1.0,1,0,1,1,1,0,1,73.55901008558135,-71.1762663674803,-136.21805586063533,107.56117107648656,-1.4042583659517618,78.47919528373194
0.0,0.582160203456721,0.7733017085580621,1.0,1,0,1,0,1,1,1,86.29666051994407,137.4869373436998,7.888295568331561,87.43120339456384,70.88754085830067,129.50729202654088
0.0,0.6635775566786059,0.8220281999178046,1.0,1,0,1,0,0,0,1,94.46939575627032,99.78493872468404,29.36289382248561,38.4682490824648,35.77354120115358,-47.93035100507711
0.0,0.6675613831194611,0.7877511267679579,0.0,0,1,0,0,1,0,1,-93.30500872730848,19.917937545333128,94.5399237281176,34.11830446484016,20.62852752370984,35.401390173844106
0.0,0.7125569152247127,0.7860079966658097,0.0,0,1,0,0,1,1,0,38.3165521101426,-4.0907355367381015,101.7827984862524,35.33741987906215,11.662607757133957,15.76992695648373
0.0,0.5367195876271224,0.7864092893598785,1.0,1,0,1,0,1,1,1,85.30526790329851,176.0404965132307,-9.437162299468955,-55.458006363186485,71.65678952858079,-9.612004178691386
0.0,0.6782259528535362,0.7341458331841466,1.0,0,0,0,0,1,0,0,24.02749837595066,-4.859900689327002,122.45330882217796,38.88267275348095,-9.82975568553922,40.37745282321204
0.0,0.6342968790989846,0.7201100857060556,0.0,1,0,1,0,1,1,1,92.58540914684248,-37.33103566141655,-24.47280268983271,22.63531282786881,63.355887736108606,24.557769662362045
0.0,0.6388810229740357,0.8230324371327509,0.0,0,1,0,0,0,1,0,-30.616521314857216,11.205482777051138,80.86096069831754,24.029045417578374,-29.76603328732174,60.83809715009183
0.0,0.5434383400185637,0.7704108026736658,0.0,1,0,1,0,1,1,1,87.18362748576716,-131.95397096159343,10.233852268781394,14.769509193872604,32.74173640693289,-17.477434789038853
0.0,0.5747008541283096,0.7495819645663647,0.0,1,0,1,1,1,0,0,84.61168098401282,30.319518800153777,16.430330970558376,88.60565149723642,26.302019369328782,88.75544532475767
0.0,0.6566239227386612,0.7760681650599732,0.0,1,0,1,0,1,0,1,86.06648955932994,16.113712755798616,-0.7758007390109256,-35.26311703622561,51.44856588063746,-38.8840526943482
0.0,0.682995975755129,0.7219545103224555,1.0,0,1,0,0,0,0,0,-134.8777474859648,-75.15506867303708,105.50134580603094,23.62386782468702,40.14447674764745,75.87009133991458
0.0,0.6587547120991697,0.7890864204903668,0.0,0,1,0,0,1,0,0,99.42750568048513,94.8071741731614,109.51869928056212,31.826847319961573,-4.697699406810868,64.26072614208445
0.0,0.574320141973738,0.7647712405868335,0.0,0,1,0,1,1,1,1,64.38071012880489,90.26517378636508,119.00174294214702,21.477869486024243,-4.791766756612855,79.32660729623761
0.0,0.5407471920009641,0.7976362802728301,1.0,1,0,1,0,0,0,1,90.0901966117518,48.25746080427622,81.93759139857607,19.40228154286239,-1.523365358666844,-43.26955335844795
0.0,0.5259027578250987,0.8197551697695019,1.0,0,1,0,0,1,0,1,54.889100781799534,4.244080506129533,100.16727578117408,26.27013155828728,-26.491469641035263,20.081846353172416
0.0,0.5938239865258333,0.8008176409667129,1.0,0,1,1,0,1,1,1,-61.23477345328608,65.05160115941715,118.648999661664,25.648839273528463,40.49473882775111,86.09850415167038
0.0,0.7415568664227694,0.7988381637703666,0.0,0,1,0,0,1,1,1,53.47154432274428,-67.1743628057594,94.53302307665304,33.84346842509372,-24.830706187900383,23.03463644027132
0.0,0.5418082679741846,0.7335612218256743,1.0,1,0,1,0,0,0,1,72.18589987562606,3.715067279849599,68.79075126569786,2.6111687752535566,15.802056935166805,-57.92600036032965
0.0,0.7502448791084709,0.7916342253107587,0.0,0,1,0,0,0,0,0,100.35721301853874,-27.161036551644948,100.83790295889536,20.271927226407858,30.68125425905328,93.22955221099846
0.0,0.5662194439862054,0.8271281561405857,1.0,1,0,1,1,0,1,1,74.8804811860272,185.7396901829256,0.0950177912731256,-33.460474383178266,-43.895124833772485,-39.65864552268736
0.0,0.6142425397413437,0.8289789947865784,1.0,0,1,0,0,1,0,0,64.15147750785832,-163.98875491284335,85.64601618286339,22.436732486574737,1.636174141656352,45.34820760352528
0.0,0.6022703480345668,0.7998863437376237,0.0,1,0,1,1,1,0,1,83.58639610991605,-120.12068976090616,20.853899979008528,130.83516258467867,5.719523084800155,66.12835828651258
0.0,0.5464642668872184,0.7996786082861249,1.0,1,0,1,0,0,1,1,89.25176892751686,-33.710403693382034,5.431280261146106,-27.70938063918133,28.62436777129356,-74.33622186478162
0.0,0.522933582444525,0.7983169617657578,0.0,0,1,0,0,0,1,0,-144.76763322994236,40.3724683252932,112.75204356432904,19.914612580898016,-5.004034346292771,109.2381107265978
0.0,0.620436367403412,0.8098145528962203,1.0,0,1,0,0,1,0,1,161.61009441450952,78.8914002888892,114.28097132219018,27.61497434970565,-29.18382110861217,95.25612432702236
0.0,0.5802594386726353,0.8007624585253488,0.0,0,1,0,0,0,1,1,84.4287046240617,-31.472780489938145,95.85555142992553,31.24083446965852,31.62680626022748,75.64517159340426
0.0,0.5588189363748095,0.7276020839855366,1.0,0,1,0,0,1,1,0,-50.5281956420861,107.08789570339776,93.81925502210991,35.19564994786179,-0.0454084455464949,64.089257771251
0.0,0.6088310127030406,0.7753481751553376,0.0,0,0,0,0,1,1,1,185.1658550302309,-61.49690335670663,73.23424882633003,28.24082339499877,-48.125366003531255,-0.7841635273228889
0.0,0.5760502178654525,0.8254214799955758,0.0,0,1,0,0,1,0,0,143.7009307048377,30.64055814525152,96.64334091519716,24.8540133116606,-30.54578857767165,52.168839311025046
0.0,0.6278348429992735,0.785088767075409,0.0,1,0,1,0,1,1,1,83.28043473642116,12.453679340471451,88.76612697845765,53.9601350908878,58.83675178762701,-84.54621528678737
0.0,0.6988433348216521,0.7708936218633732,0.0,0,1,0,1,0,1,1,73.78058003655397,135.70973830632505,109.77824233678626,28.773857684235377,-25.286087214390232,28.3247537506893
0.0,0.8083766551671574,0.8142185376336739,0.0,1,0,1,0,1,0,1,91.94754355212017,-75.71942712387377,105.78073624356544,18.9890434186846,5.083622443590553,-60.81168998609138
0.0,0.5326479003360439,0.8227810469595446,0.0,0,1,0,0,1,0,1,71.25435877386133,42.38496970815159,141.6153619989677,30.48531866207672,21.13919542203922,42.99461291008015
0.0,0.626551500810213,0.766355755725777,0.0,1,0,0,0,0,0,1,90.63776926389257,11.447419270935349,131.14636734324154,52.71252211249807,-18.33663938668414,87.91883119558169
0.0,0.6392645148280335,0.8268940411698686,0.0,1,0,1,1,1,1,1,95.13211616464122,-0.9801274764551238,-43.36325229351589,-74.81182277799,40.20587438312977,-104.9389316370666
0.0,0.6660319262176783,0.7744439309402695,1.0,0,1,0,0,1,1,0,-15.780865815675464,-1.55138610846657,97.30817441896704,20.17543585748541,17.621721962591064,45.293053112865564
0.0,0.6377008882026338,0.7594220142892141,0.0,0,1,1,0,1,1,1,183.87176484831537,94.7843816237058,99.2921013405201,28.78321119143714,40.62591414595008,36.043318281238825
0.0,0.6230585002271237,0.8584091114209079,1.0,0,1,0,0,1,1,0,14.84513992649878,79.72378781667231,91.37225822876412,30.36116866839389,15.68287105240263,33.06107172230898
0.0,0.6239190396686993,0.7701126515312159,0.0,0,1,1,0,1,0,0,-5.387778304538863,57.227225550395495,108.91243004950154,25.901897073786355,14.808767144870997,75.9608106008821
0.0,0.6614193396043888,0.8500139181496023,0.0,1,0,1,0,0,0,0,88.90637731412261,-14.212561498600124,-101.98427551761569,74.81266282689725,-2.3582626022978097,-47.05806422234043
0.0,0.6475560875349172,0.7981222360091144,0.0,0,1,0,0,0,0,1,30.197520336730776,-36.55659614741207,111.5161366416232,24.10252609498968,-34.98936549916981,67.05568760432881
0.0,0.6857941862506194,0.805681956456809,1.0,0,1,1,0,0,0,1,-22.88379815841884,-64.53839350430422,75.67966357783259,33.7694922486504,-32.13212956796092,77.68941802769535
0.0,0.6434494339527841,0.7076153228180221,0.0,0,1,0,0,1,1,0,38.17617205261402,81.17034784354266,85.9912064027589,28.09249942600009,18.10872875238761,71.8283340868268
0.0,0.7926481535236289,0.7860547299452294,0.0,0,1,0,0,1,0,0,215.4923889817776,-51.218049677728544,89.7932235280203,32.46250696882882,-8.42722175788426,51.9324874520283
0.0,0.7252996505022077,0.8135504720109425,0.0,0,1,0,0,1,1,0,-35.958544213451106,0.1667819345453196,97.4691583362883,27.1338401188926,-4.591327587359325,21.296799065528496
0.0,0.5563609532860225,0.7861701695392384,0.0,1,0,1,0,1,1,1,83.45206599316833,146.0011213049741,83.69481543221694,126.32104559820311,27.657049671708,-60.47033311287363
0.0,0.5854904614765508,0.7704216400991212,1.0,1,0,1,0,1,1,0,85.1734475012913,35.12201538987905,24.68194179536708,-59.36433015130689,-51.90027871878242,25.46214296147585
0.0,0.5773577827365123,0.7550135876724691,0.0,1,0,1,0,1,0,1,83.44577962643464,118.47458451814882,11.061182716552118,35.63712327888731,49.48624294909003,33.91330525591704
0.0,0.5948467552792761,0.797764906548121,1.0,1,0,1,0,1,1,1,86.07551210173852,116.94414692907152,12.832392378398836,3.8735030313266,44.33592863973723,78.01727029030518
0.0,0.6339821474282327,0.8263483507996788,0.0,0,1,0,0,1,1,0,-181.755593386038,46.31294693591048,94.341681060065,30.275362361863024,58.96578522023282,-17.65923446846496
0.0,0.5671931903654375,0.7585041455116369,0.0,1,0,1,0,1,1,0,79.72606554847351,16.314068619302493,103.41490774559588,47.13659530049188,13.907405294613808,-107.99204479939664
0.0,0.6642149671496695,0.7660910981010689,1.0,0,1,0,0,0,0,0,-157.98865693791143,-39.02776178536141,79.2973394543472,36.74424264520567,-5.261912549929983,48.26815330305217
0.0,0.5965709538705998,0.7368618169595049,1.0,0,1,0,0,1,0,1,7.264044700423005,-10.095646119377944,84.66822567721655,33.67246936147664,-1.783873371800401,61.71671952095821
0.0,0.7268537407995838,0.8418628689404853,0.0,0,1,0,0,0,0,1,-108.570883895341,88.44783480987003,111.43792864739046,33.1092206533121,7.412589724127573,46.52473994404615
0.0,0.6451289770322457,0.8067618514804049,1.0,0,1,0,0,0,1,0,-25.15974134384266,-26.396360297879603,116.63259784469987,30.871990845329627,25.669760931941248,23.687209077660903
0.0,0.572901359338298,0.8305603665805423,0.0,0,1,0,0,0,0,0,122.5959677245454,113.9292200171066,82.93607692459982,30.904298144336188,-23.3832714487304,9.336334992096631
0.0,0.7250884514249164,0.7562085954778034,0.0,0,1,0,0,1,0,1,28.105429459420428,-71.13183590086486,98.18052713889138,27.27368374721314,14.022052910941342,93.5589745106322
0.0,0.694609634337323,0.8091751614094602,0.0,1,0,1,0,0,1,1,88.16934239709107,130.8649736505447,70.2491167113613,44.984729808999184,22.59413041550508,22.38199905357167
0.0,0.5675581628107497,0.7875758913969555,0.0,1,1,1,0,1,0,1,91.3877585126152,-66.12480407100006,-21.078140098701336,38.31000728497418,19.46890944953949,46.172607536644605
0.0,0.6030184908035786,0.8030616065428092,0.0,0,1,0,0,1,1,1,-16.658098595259148,29.173462953889064,89.45835089412587,31.33985618534156,33.172686280517915,67.69871984463572
0.0,0.6233862502504127,0.8155619172482482,0.0,0,1,0,0,0,1,0,25.96605242890018,-14.216196577204132,122.98895502494511,20.322284108285515,-35.55955271035524,43.04968756633491
0.0,0.6236053277125838,0.7923025075167855,0.0,1,0,1,1,1,1,1,84.70950543969452,-38.32885387076246,15.728722297781356,9.494684794508233,45.37977512942962,-1.6670782068677763
0.0,0.6320518289818099,0.7953426855999001,0.0,0,1,0,1,1,1,0,-101.95866259914617,79.32230816107335,102.72210647327024,32.502042035516794,-31.002452521454323,97.64628521011042
0.0,0.6008235672755109,0.7564255947170825,1.0,0,1,0,0,1,0,1,195.803129986828,23.289939110111547,92.23096875862744,26.4033115883253,8.982536085509842,61.73451324513642
0.0,0.7636565744830885,0.7604127001381437,1.0,0,1,0,0,0,1,1,-38.708281962996864,-85.99384219919408,101.68321526528096,24.75296386899084,42.46314637319399,66.58396009245575
0.0,0.5233183367731089,0.7940043138983,0.0,1,0,1,1,1,0,1,83.35270108868235,40.24563410366877,78.0590872629242,-27.59219591711171,23.046679167149232,-31.146149177471784
0.0,0.644557594220762,0.723682483374276,1.0,1,0,1,0,1,1,1,94.07184540348734,112.48984036038078,-0.5747126469948061,-4.724131774762398,-0.7096142228544302,-95.7599192492989
0.0,0.7205198689118755,0.8286484633326956,0.0,1,0,1,1,1,1,1,81.05563828284018,6.557704843797424,17.526167798176086,-74.74146920347137,21.91826551988774,-50.09619362508408
0.0,0.5799835057469354,0.8231386761865973,1.0,0,1,0,0,1,1,1,109.05263643581512,-32.44008560874648,101.60658964149872,24.64345796659822,-55.80673901685044,45.35048626453664
0.0,0.6121115882723126,0.784688262313735,1.0,1,0,1,0,1,1,1,93.96456174751488,36.92585231567732,113.54496269463922,25.67044838685264,45.018804814445176,46.57730379329764
0.0,0.5272938859923303,0.8439940021468537,0.0,0,1,0,0,1,0,1,-35.8775235780808,4.945335754509944,90.11794119505213,27.76792067789553,74.53287258649411,86.23996165908012
0.0,0.6742414067303153,0.788254328652733,1.0,0,1,0,1,0,0,1,27.101949180749795,7.71190281743651,90.33876749534544,23.340414711239664,97.3220657576366,14.89728937952514
0.0,0.5536735789256906,0.8078422786938313,0.0,1,0,1,1,1,1,0,86.45228627817012,125.42858474265203,-88.46381079505228,57.95669207610801,22.647914588397835,60.95484296399787
0.0,0.5989696027242268,0.8268115538105217,1.0,0,1,0,0,1,1,1,3.970626580154672,141.15485063949552,97.5545639036051,32.87908360522859,28.2597101006518,58.008411204497285
0.0,0.6734703984191428,0.8068557074384677,0.0,1,0,1,1,1,1,1,94.83895875049312,-5.899625731215615,106.75714673891328,22.347004455100183,-24.02361535632587,16.655045173587553
0.0,0.6237568986495073,0.7841239166177184,0.0,0,1,0,0,1,0,1,-47.26982029444022,40.60232747629815,119.68111935099851,25.356517420925577,21.45039022842299,73.92321127081863
0.0,0.5454121062684801,0.8122349185268829,0.0,0,1,0,1,1,1,1,-92.47127158365946,-32.441558214021725,108.10083988939526,30.170377676779047,47.97641799094773,78.84618012685968
0.0,0.5740006596055972,0.7926447297853552,0.0,1,1,1,1,1,1,1,89.3199146944106,-22.109093896348853,-34.96104033247024,59.603245473020095,69.46672690426155,-149.87554423061405
0.0,0.632515209801385,0.7858627441630929,0.0,0,1,0,0,1,1,1,-32.8967528180483,-46.86079364127794,103.28729245931808,28.279418582458234,32.448771814167046,107.1280655313013
0.0,0.6416851714848876,0.7897055203372815,1.0,1,0,1,1,1,1,1,76.15254256844098,-4.242513092402263,4.820216541360988,10.600038729721312,-18.20368009965251,-64.72144752838912
0.0,0.586916312005015,0.8596346744727119,0.0,0,1,0,0,0,0,1,-13.359334828979062,28.546627059247594,96.66829584657116,25.71981269966026,-47.099344759516825,-16.595084815986993
0.0,0.5844429236097923,0.7690203007137207,0.0,1,0,1,1,1,0,1,81.81376012194741,129.32193206008515,65.48504670595707,61.80222835466765,17.889867376881547,-54.198173749903866
0.0,0.6606577948458535,0.7899090869101603,0.0,1,0,1,0,1,1,1,97.34440657301862,-189.7062943402149,23.62746912997088,-14.622202885715154,-10.910205894401791,96.70391050017513
0.0,0.5248844649756533,0.8318611398858714,1.0,0,1,0,0,0,1,1,-72.78879647095026,7.034157239537356,112.73056975835948,31.51592286214716,20.133473417554235,112.16966491751714
0.0,0.5379615750158895,0.8267977462895639,1.0,1,0,1,0,1,1,1,96.42931959750302,51.72389307869763,-35.5333978803744,-26.94464873189204,42.11883037882204,45.42705077179539
0.0,0.6671116548768168,0.7689123512232052,0.0,0,1,0,0,1,0,0,42.64781692056807,10.602949907291109,92.8916889486446,32.719233979051126,58.45600313534596,47.19073771374346
0.0,0.5905529354751281,0.7716835638770358,0.0,0,1,0,0,1,0,0,-35.644448440019374,117.31639180069828,90.59594985291972,26.10111632344961,6.540089493416476,47.023383502618216
0.0,0.5731413269053084,0.8111533607738313,1.0,0,1,0,0,0,1,1,12.367743466333078,3.606934304154006,90.6864508580702,32.79898507631971,56.529449661314,51.929775533129536
0.0,0.6865534834024287,0.7920617719497576,1.0,0,1,0,0,1,1,1,32.92711571643918,-8.208876735128253,86.00473624475985,34.74468221055926,-19.159836927707065,91.11561549109116
