Length of Username,Country Block_2,Percentage of Following,Is Business Account,Class,Country Block_1,Is Professional Account,Sex,Is Joined Recently,Is Verified,Is Private,Number of Video Posts,Length of Biography,Mean Post Likes,Number of Mutual Followers,Number of Followers,Number of Posts
0.4409804152887504,0.0,0.8257239131425396,1.0,0,0,1,1,1,1,0,118.03874167498624,160.30252956395634,-55.96333511447291,158.211888884529,-31.262099312102585,34.047187745103386
0.6826313216104979,0.0,0.7253117648762237,0.0,0,0,0,1,1,1,1,54.29352518759565,138.44723617156131,-26.383936382795525,72.9914428534743,20.189137970899,123.88370943183142
0.3776212799324937,0.0,0.7934980478941939,1.0,0,0,1,0,0,1,0,124.04975271094096,61.7567564669402,-37.44790853979191,27.398967454636526,62.2575458769802,19.17065852653201
0.4406300527058804,0.0,0.8137402860410426,0.0,0,0,1,1,1,1,0,104.66850628230192,110.73398704422053,76.4715676528691,-35.63989568877335,79.05438741334946,48.11609306520694
0.489527601231962,0.0,0.8262042545249819,1.0,1,0,0,1,1,0,0,15.312453177757586,-4.620203655334823,132.6754579442203,53.431242956753465,30.342887914352577,237.7215194261571
0.7659845092958177,0.0,0.8066664144149558,1.0,0,0,1,1,1,1,0,70.94180062368643,121.05341372998834,32.1168506587414,62.255097924591055,-91.01244453916276,93.34956687280103
0.7942283506951471,0.0,0.734487225123273,1.0,1,0,0,0,0,1,1,158.65399928391614,-13.863289495311856,70.09433326190545,-25.30352895208864,36.6438594414023,-103.45644059555308
0.4295079258528918,0.0,0.8098145528962203,1.0,0,0,1,1,0,1,1,19.83436841173281,34.55797560942858,71.46950583963864,-119.96410573367106,-73.25139438883096,22.58949722792852
0.6896803904137956,0.0,0.855518964533311,1.0,0,0,0,0,1,1,0,65.20502472592996,116.58005445448327,-22.08743777596717,183.2269095483585,-22.0466938308539,72.39418245212238
0.4545794921593099,0.0,0.8758604157294565,0.0,0,0,0,1,0,1,1,75.25992407902268,47.23875033850979,103.9060951424754,149.80694243048464,51.62627559161922,53.015915581558176
0.5180613327685074,0.0,0.8042634979803561,0.0,0,0,1,1,1,1,0,61.19284994618818,73.91736812156431,142.1897625670074,-3.612548493126546,-7.994344535256365,72.29664145808687
0.5414884017156388,0.0,0.7875019070965306,1.0,1,0,0,0,0,0,0,81.87987878807805,85.22268381642101,113.79080663707376,246.14282504724247,30.433303479321395,214.05920834755943
0.42050386491143,0.0,0.8166786474100198,0.0,1,0,1,1,0,0,0,-1.0718577799699889,108.93876101946172,159.91567832732676,-9.701228206319648,31.656379071699387,-40.3896075840392
