Number of Followers,Number of Posts,Percentage of Following,Is Business Account,Class,Country Block_2,Country Block_1,Is Professional Account,Sex,Is Joined Recently,Is Verified,Is Private,Length of Username,Number of Video Posts,Length of Biography,Mean Post Likes,Number of Mutual Followers
0.2998935888109585,0.6375449283839341,0.8525545015631902,1.0,1,0,0,0,0,1,0,0,33.09059334457322,45.738552231718224,63.11972199272719,43.4711692363138,41.21354006725949
0.3539521105460753,0.6634846439322677,0.7022393954563269,0.0,1,1,1,1,1,1,0,0,-28.33264140930765,11.340206006857256,64.37863968905796,43.57659555871256,-2.6293513188378697
0.2073793864664074,0.5823012630429515,0.7837640716165339,1.0,1,0,1,1,0,1,0,0,74.93402770540435,40.48561642829972,82.74896261762343,40.57174968826077,24.383992148298795
0.4383773860989526,0.5671931903654375,0.7585041455116369,0.0,1,0,0,0,0,1,0,0,11.414417853637543,75.88806332143685,125.39007540416554,43.09764089954093,2.959329640729276
0.2847415748605559,0.5460300308154631,0.8249436178739757,1.0,0,0,0,0,0,1,0,1,56.43991286730999,80.63549511789405,49.44348027486181,-23.629621060108512,60.809535665302526
0.3091786556605628,0.5199022374209022,0.759747069770752,0.0,0,0,0,0,0,1,1,1,79.48645677589553,18.14815769206141,35.00742389569921,83.21851747533312,104.4122814686564
0.4284531288130774,0.7035592089966635,0.7554410336132753,0.0,0,0,0,0,0,1,1,1,77.15181809361542,-143.45246699335007,43.16548400577532,-27.53291603395165,38.32640518647061
0.4175438451767133,0.6493935940978819,0.821875793601653,1.0,0,0,1,0,0,1,0,1,10.579489242455484,172.77059020913373,33.560543693754674,8.428178061799132,38.38327383827547
0.2957890630313152,0.7232413689495877,0.7973755782941128,0.0,1,1,0,1,0,1,0,0,40.96651816652992,7.419549792096276,60.99201122872554,40.77407031178262,73.95130794163603
0.2110538423054961,0.52991219768376,0.8030339071683228,0.0,1,0,1,1,1,1,1,0,37.12811914792246,24.611891949178624,51.67576317322212,44.21562956509097,10.275218709461242
0.4471305548586882,0.6416226112178646,0.7980815439511285,1.0,0,0,0,0,0,1,1,1,24.08273065950959,169.09909933029212,23.64049684910366,-4.149462334965406,32.858455225063494
0.3904881151887093,0.6369342542669684,0.8160507247792117,0.0,0,0,0,0,0,0,0,1,9.08397739959615,-60.15967022231432,27.480952115835635,62.85755880235314,70.56193069383075
0.4086578258571607,0.5498133300599023,0.759151220410254,0.0,0,0,0,0,0,1,0,1,47.4672798456058,-50.07778918194529,24.119194159431625,18.94982100921292,85.16030250777723
0.3325830539128038,0.7970048901435456,0.8601932563439986,0.0,0,0,1,0,0,0,0,1,12.299886802170576,112.45980269263544,12.12918773655878,51.8544201398048,92.31661126662271
0.4528153644924101,0.6395620488889455,0.7903206986358908,0.0,1,0,0,1,0,1,0,0,94.52419702230436,32.438098931431995,26.57938940249241,43.79889840826624,34.911813437366376
0.435235015748033,0.5901576570150354,0.7821972077690909,1.0,1,0,1,1,0,1,0,1,69.50704961173206,58.88972881826472,73.94483508824973,48.07163950119495,-15.86785841303237
0.4097025383829649,0.5760848085103953,0.7985525195832254,0.0,0,0,0,0,0,1,0,1,-32.91352878568204,-89.16990163580905,9.572268696647605,-119.33870349544632,77.65764760407994
