Length of Username,Country Block_2,Percentage of Following,Is Business Account,Class,Is Verified,Is Private,Is Professional Account,Sex,Is Joined Recently,Country Block_1,Number of Posts,Number of Followers,Length of Biography,Mean Post Likes,Number of Mutual Followers,Number of Video Posts
0.4244096814330695,0.0,0.80053393782591,1.0,0,0,0,1,1,1,1,122.93298049543972,100.88187627347436,21.41644229120773,70.65623211465632,142.93972738938115,79.43972704613573
0.7960759947725407,0.0,0.8132632993290609,0.0,1,0,1,1,0,0,0,44.17639089903537,18.422410752126435,-88.54381934381517,67.796605271915,53.9188371892914,4.041402388121114
0.4884092220757718,0.0,0.7940043138983,0.0,1,0,1,0,1,0,0,19.044021334651724,34.51021367339012,0.6837377855564899,87.47661427423836,60.507244889175375,8.098780643346515
0.5164326292603038,0.0,0.7865610836806674,1.0,0,1,0,1,1,1,1,211.5675048532422,200.4300682991708,38.45579430599255,76.39609092070242,110.14339099996228,25.10775135095569
0.4596855178733005,0.0,0.8464678340903523,1.0,1,0,1,0,1,0,0,108.64265082936004,15.434655428609616,13.463658896367352,31.26554538645712,82.18530591291159,51.359439268891336
0.6106823501347014,0.0,0.8303391866695355,0.0,0,0,0,1,1,0,1,58.45332049604349,69.20580127501316,55.36311815937333,56.68446167159178,144.96303175793037,144.60353391068452
0.6971671317538538,0.0,0.8399183662073151,1.0,0,0,0,0,1,1,0,60.75426053441984,77.57563419446214,62.78702910397896,-16.148913711488376,21.03024001493823,70.30039865599562
0.4222391560443193,0.0,0.7882624274494278,1.0,0,0,0,0,1,0,0,167.26993069300806,211.4873361093451,56.49127585844059,85.10372865781909,44.172392241038914,91.87386458636804
0.5007764807794428,0.0,0.7800697564560443,0.0,0,0,0,1,1,0,1,-58.333094292779776,71.24700041799505,54.62519966698712,0.7318940538662133,142.7290968163569,75.26625703021035
0.6769727194823947,0.0,0.7246857487827637,1.0,1,0,0,0,1,1,0,90.87443727463491,38.75709490731985,35.956490591334656,128.6824322134366,145.3457609798527,10.95142420075952
0.4416799696472472,0.0,0.7959638859952205,1.0,1,0,1,0,1,1,0,150.82030453218562,32.27592699948843,83.73041625191101,76.88455956331072,101.38498054415167,-31.298448396450794
0.4088048541283784,0.0,0.8479911482406675,0.0,1,0,1,1,1,0,0,85.03435425673793,58.699810080306165,28.99752301542461,84.16101983595598,192.24707896188272,111.36482199008402
0.4039507522987697,0.0,0.788512764321744,0.0,1,0,0,0,1,0,0,-8.333763025491848,46.63928120985587,88.74333670283795,53.73849698470727,68.53064367121725,77.44016092190827
0.5692367740202587,0.0,0.7253992878571338,0.0,1,0,0,0,1,1,0,-1.835715274421517,51.2189442817966,18.79369872878616,52.277657040743,31.25714058715232,119.242870481771
0.4352294925621274,0.0,0.7734715617846806,1.0,0,0,0,1,1,1,0,190.3555411582869,137.37140674463515,62.99954173920921,26.83704797142463,92.1083647732974,79.15946533532049
0.4610225379859389,0.0,0.799899529511872,0.0,0,0,0,1,0,0,1,202.7324143030317,216.69407156811008,61.42593280453405,45.819435524215386,106.53167476913708,100.45761691846616
0.4266063183771783,0.0,0.763912748679709,0.0,0,0,0,1,1,1,0,-0.6314829800092809,109.43696680019458,84.8074717111963,27.032894089759388,89.75081539410186,93.44461885190428
0.6765915917589952,0.0,0.8155619172482482,0.0,0,0,0,1,1,1,0,196.38453186230177,178.68636261753895,79.45465030861921,18.606431409717946,197.3569626748964,88.53460177642422
0.462860553807478,0.0,0.7973282614765385,1.0,1,0,0,1,1,0,0,138.86013067604958,37.68049335819124,12.09371845810854,115.16235976935796,28.637698866107986,127.55655106267466
