Number of Followers,Number of Posts,Percentage of Following,Is Business Account,Class,Is Verified,Is Private,Is Professional Account,Sex,Is Joined Recently,Country Block_1,Country Block_2,Length of Biography,Mean Post Likes,Length of Username,Number of Mutual Followers,Number of Video Posts
0.3320889075910455,0.6142425397413437,0.8289789947865784,1.0,0,1,1,1,1,1,1,0,245.8471364162576,-13.384675050154144,23.38727589259692,44.19446759226875,4.818550449903086
0.4072368702437425,0.5990744188139996,0.8359743682515745,1.0,1,0,0,1,1,0,1,0,-12.210357011651396,-5.180492984812684,41.52474350081329,54.18756350939823,23.767342414890287
0.4219563151056305,0.5525824584754331,0.81165802011767,0.0,0,1,0,0,0,1,1,1,-66.73917943466503,175.24318114488435,24.370277625554746,24.61571986599534,141.84245696245404
0.3496460167037284,0.6560779239100522,0.7541728416496922,0.0,0,1,0,0,0,1,0,0,63.43708240854743,27.38779291576312,23.281411556810685,11.760765336026823,130.29322991967277
0.343185744586724,0.5616753229593118,0.7768649807493502,1.0,1,1,0,1,1,1,1,1,10.944284201631955,36.90816121580971,-36.52005162142223,36.57690458187622,50.47392302910921
0.4174042630641229,0.6179886414808768,0.7501723144577881,0.0,0,1,0,1,0,1,0,0,115.7083881836154,77.52176259221874,20.5079609994478,29.819153876513703,104.42989804051687
0.420484072906555,0.626551500810213,0.766355755725777,0.0,1,1,0,0,0,1,1,1,62.82553706350168,-45.539747672714,-11.572171605913354,61.25420417705014,-0.1316036871419328
0.1814362151284953,0.7519068776654709,0.7900588763291124,1.0,1,0,1,1,0,0,1,1,56.8099185594728,-40.39358317794645,31.307096112134783,80.97798222387951,74.44327823555831
0.3914371567687536,0.5543292642063551,0.8008517642948568,1.0,1,1,1,1,0,1,1,1,-41.80016443112272,-12.329537629626651,42.8869474411984,5.672665760468867,44.57174764209233
0.232806456315001,0.5311977095178592,0.784751676608402,1.0,1,1,1,1,0,1,1,0,15.802470747742309,37.46282387526078,-38.45325748754732,14.87023830809004,65.05926453077755
0.3954498662183702,0.9217824272220276,0.8167198824889185,0.0,0,1,0,1,0,1,0,0,117.79778818081331,72.4997136751205,26.60588933284903,25.943175684955683,111.36018376622371
0.4012173698224037,0.6649236928172363,0.7942369252098697,0.0,1,0,0,1,0,1,1,0,77.46038971480802,2.5036518616937093,87.2061619652612,67.90091570224243,37.78171036644929
0.3654324053636191,0.5841093058327782,0.7899993834450452,0.0,0,1,0,1,0,1,0,0,189.3318047454123,144.33088051612884,22.65385711998943,15.728195753715273,50.345241485556045
0.2410734876097081,0.5991710887859603,0.8022281312331523,1.0,1,0,0,0,1,1,1,0,24.87109714106124,59.939027560346496,134.70448225543956,11.412402249843524,70.02027375488093
0.3852794583715006,0.5510367266537128,0.8274609601408298,0.0,0,1,0,1,0,1,1,0,121.71816920167976,46.85579082851805,21.851715153910696,36.81230214393095,55.909118998391946
0.1953549824431438,0.532859819771162,0.7861091806113428,0.0,1,1,1,1,0,1,0,1,-28.009657441632346,36.15793363924093,86.64026712396662,-14.11070542889405,62.49879912170216
0.4237367486660802,0.5539584453503159,0.7867199977701022,0.0,1,0,0,1,0,1,1,0,32.31608972,39.17636016765948,63.56445113504736,25.73117073632303,53.759057486342094
0.2566600161801563,0.6451289770322457,0.8067618514804049,1.0,0,1,0,1,0,1,1,1,69.56150956259178,83.54634608231842,19.110165425899662,28.03612695902093,217.8964667952672
0.3224193805142822,0.7982355934109829,0.8597009581214846,0.0,1,1,0,0,1,0,1,1,72.873583673994,-26.630470366647867,59.62351968145337,39.76193270704166,28.713345112882493
